random-seed,intrinsic-prob-standing,noise,cone-length
91875.96528446258,0.6203834676658287,0.09706653114304122,4.0
29897.193232244495,0.6905010289468445,0.04978754486013542,3.0
70036.91386015262,0.3784747049864884,0.08636054755814522,3.0
74079.43497432985,0.11509433049825085,0.053102079328145806,4.0
10619.860145388244,0.3274253085337301,0.023182876079025628,4.0
89618.9932097535,0.8634143996229814,0.0728821464789449,4.0
99178.05989026758,0.17616973212186737,0.01623363501469043,5.0
13078.248306478123,0.7010467492790567,0.07934366544947137,1.0
97213.20184724277,0.6795515203025756,0.0021648275109198644,4.0
67169.45192197953,0.4139719613289744,0.046433627610571085,4.0
27404.566206575877,0.5673576536285061,0.01592705961331028,5.0
49163.47488923109,0.5267983758542204,0.09751983936452747,4.0
58226.871116098344,0.6303688533040861,0.03216626624922147,3.0
89476.14429572523,0.4105437979213453,0.02047869451884159,3.0
83242.2524148539,0.326487552875767,0.06462965986152173,4.0
86073.04039385624,0.5326112180178811,0.08711944393824275,3.0
44373.35755990787,0.12552242536327923,0.06844059191799882,2.0
59852.452524109336,0.7805011792578703,0.051964768612334566,1.0
34020.0709216816,0.5233258135549615,0.07525459549757714,2.0
77619.07336049915,0.3539695588830938,0.010636406021550039,2.0
74700.23002800904,0.33534226085693214,0.013653761390134612,4.0
21002.4948067625,0.6087174547305878,0.03462608505471953,2.0
16217.227850715753,0.5977432044643409,0.008069395142329794,2.0
68523.82645229073,0.3104283657414365,0.05135084589951192,4.0
46715.646504096556,0.818522721392676,0.08899931839814097,1.0
4266.686470242848,0.4380867746119923,0.00833587567329227,3.0
56699.66685921032,0.32869437244793576,0.04740454056060141,3.0
15176.977750176155,0.7362533559906455,0.011831859440905436,2.0
82703.8688537542,0.5404474382081677,0.007753724531235196,2.0
21592.690047189306,0.13167335049495385,0.08805852308975733,3.0
40650.257280436235,0.20774524291367114,0.021693391126388087,2.0
10484.195863710424,0.27295709847477323,0.07711991313257054,2.0
4775.025717409909,0.8545909480095814,0.09412513547581026,3.0
4694.450395609435,0.49207998540875597,0.02964979768536107,1.0
79958.695540852,0.317088952811395,0.07670227871963205,2.0
74301.40335432538,0.6316803002018374,0.01171027177897367,4.0
40693.806453556805,0.8418624190509654,0.06300145459621578,5.0
4370.513701825763,0.5677994245231676,0.01155830508257677,4.0
80691.77947779758,0.5981063737154345,0.030932499831709204,4.0
12335.386244670353,0.6930859189589407,0.01891166015004392,2.0
8351.868595151745,0.8039602469740761,0.05105047821380265,3.0
95708.37271873975,0.5799307316767087,0.011965506086882072,2.0
57658.42345504015,0.28661507841180367,0.010622587835718622,4.0
10117.671853185206,0.5140880168126176,0.016032833857178654,4.0
32333.411824719,0.7991159434844305,0.043743728034837684,2.0
63844.35343975467,0.7716427946975153,0.08881153028239254,4.0
41902.85770617993,0.6237100117677716,0.08796509906819874,1.0
25847.341689762176,0.4757872108937221,0.08308469659038696,5.0
60052.83109084451,0.15679021197131685,0.027711215134031544,2.0
75554.43495516932,0.4514940189022816,0.03028687068212932,1.0
54285.979533970814,0.1513221443878604,0.06302681686207022,5.0
29787.538171545162,0.7029686650629968,0.07858462303418792,3.0
94226.03828866934,0.7835509844739135,0.026445963801445774,4.0
37687.86097812016,0.17174201421848484,0.07090200171102543,3.0
92185.49614757599,0.5341208120854102,0.0506179143663422,2.0
55974.314299132915,0.8018803524783417,0.0729017562669971,3.0
1919.5502072330428,0.8092724893962807,0.036033944211846074,4.0
95052.01791136645,0.45606800412394966,0.08378130348429949,3.0
86697.82443723035,0.3282779423132671,0.05939124679271851,2.0
29639.7177340613,0.5097261663391954,0.08172930282180155,3.0
79643.34095990962,0.4358228748855574,0.08539130923518601,1.0
23141.381008306562,0.6528320027890061,0.06477231437145452,4.0
38661.664823841165,0.1667789865402069,0.07597296145314168,2.0
63826.035972774,0.47207782111805796,0.053989904277537894,1.0
23128.69052355717,0.10448114499727792,0.030360995278288474,2.0
68228.63107564516,0.48536324444436507,0.01042875117252844,4.0
23986.517517356566,0.6733261928084532,0.07900156527874029,4.0
44377.924794823884,0.7223297703429548,0.060866274131311494,2.0
41749.59392021241,0.303921363010226,0.06184476665432004,4.0
56837.12229222948,0.7121820403761678,0.006305732345544457,1.0
72448.2367255886,0.8387640810281403,0.03549128958364535,5.0
14659.026698885864,0.690342783655421,0.021596436682569244,2.0
66533.17824985778,0.7620566807603736,0.008172165145755262,4.0
4798.065427791823,0.4730863499062794,0.03674604775932523,3.0
96552.55081703934,0.8029066551913231,0.04329593240994173,2.0
12376.160435843944,0.47124519998241376,0.04759181233022485,4.0
55602.834061235495,0.7178840512043775,0.055835016033727015,4.0
86571.53457374091,0.24751356395301496,0.047933358904484406,2.0
74390.02148165654,0.3217867413382214,0.09033588877626243,1.0
91469.31117721827,0.13646425864950454,0.05960435425382198,4.0
51015.93516293952,0.6239280884530738,0.06516851911643799,4.0
91714.02792773923,0.2578046361813159,0.06414001148503755,5.0
25204.661957463555,0.4615143071593645,0.01711683789805507,3.0
92428.76234699372,0.1552708347063647,0.06878801812286878,1.0
20980.349528157116,0.8510008113731405,0.03043479470292837,2.0
30288.813599775676,0.7415834864511907,0.05374429618912662,3.0
25808.118911927348,0.7178019829440921,0.07951209293782142,2.0
19130.035047486585,0.3035593646724509,0.007949975604418824,2.0
93999.83823346463,0.13832357131893236,0.06369780146731666,1.0
67584.90284223159,0.37802315130270936,0.0890166736185366,5.0
81174.17561877692,0.3130803485509297,0.08050685261200724,3.0
47916.48171838803,0.6211450337796911,0.05617664852379226,2.0
39250.96777629844,0.12448311344863844,0.09510694740327914,2.0
55453.9442994515,0.6974446866210144,0.010552175124222685,3.0
91557.38579453129,0.5941449414933234,0.049661975956625165,4.0
81239.55884912428,0.7743707611921326,0.01808814495663639,3.0
98280.02509494449,0.6161891148066236,0.06506674744905083,1.0
5247.583430248944,0.25212588333296304,0.08296423340324932,2.0
94462.10656657892,0.7884660372447828,0.06115117098427524,2.0
23906.782416517595,0.7529785866138493,0.05009530179036516,2.0
37396.356632040006,0.305349102948483,0.05806240291042212,1.0
92316.56646248767,0.5784309336849066,0.08991495532510971,2.0
762.7754270858707,0.21829613495690767,0.07304986836720888,5.0
61416.18717487091,0.27319204090546223,0.07420510323171133,3.0
62000.89306394634,0.7714920308958003,0.09078961277814976,4.0
33841.91162815276,0.6065208507530134,0.08265181927752518,1.0
13909.529006808905,0.43909783387535595,0.07026847506633783,5.0
33626.6855579519,0.34714888971183544,0.0742788499812526,2.0
28306.28361472319,0.28491816010313464,0.045945426024271076,1.0
65273.15651071875,0.30677218834364917,0.01282538409760794,5.0
43856.66520428469,0.3335387202056971,0.06780390660130323,2.0
20565.832793137077,0.8992173129832229,0.01223698083863496,5.0
51940.887219028686,0.5324670258275936,0.06023012585044607,4.0
69200.95788106552,0.5826693810020391,0.0770233777314061,3.0
54402.3815611534,0.8767294656548209,0.08354685699755134,2.0
80394.39340626568,0.3695576873800678,0.020853519857557814,5.0
50912.75544504824,0.6560774439474447,0.038180993312661664,4.0
24970.48417675796,0.8041170206466742,0.01770680093396907,3.0
82999.9559881706,0.6233190338598584,0.0883668814036264,3.0
18742.44744218329,0.7680034442478506,0.021022526406950348,1.0
24803.828268676436,0.5750105725391511,0.08673275706536293,5.0
17240.171641356497,0.5178522264555281,0.061038896808730286,3.0
53202.20785948683,0.37228842142977203,0.02982162864100495,2.0
14504.19709136896,0.18599082228707273,0.09450587054482722,4.0
4119.736449960226,0.14329112042031636,0.06130803466811466,4.0
96550.79682653093,0.4916032246313037,0.06000351307580229,1.0
65114.89127922092,0.6919569456038676,0.08695707531932083,4.0
70151.51787993174,0.19375941879573713,0.046680036289682085,3.0
8788.088036121606,0.4608190243322213,0.033296365832578535,5.0
20647.36162379724,0.20054923734213254,0.020641915938376734,4.0
3963.1700748004873,0.38932607854328805,0.023589353389310164,4.0
82200.14150884836,0.6746289574451865,0.05579518043740128,4.0
26635.70886619545,0.5160513869980174,0.030370223649355845,1.0
17335.580269100643,0.6250029890764541,0.0727301106481972,5.0
41817.20843561656,0.20289979505364608,0.07979454092653512,5.0
94902.86462716084,0.33331095323287957,0.041665380312919255,3.0
83754.03894694413,0.5071284392107539,0.02600069713528822,4.0
33063.41734571979,0.42737816613941115,0.07340601828507258,2.0
96769.72685015066,0.560547382356957,0.05413034262727712,1.0
15921.070113449548,0.6212588029297597,0.04275622566200295,2.0
84993.62418119676,0.7789533817010934,0.015058032166593927,4.0
34956.32190604311,0.8607092955293225,0.02775022707739218,3.0
14148.324866699688,0.2799873965112747,0.07180676971551526,3.0
58383.69883177051,0.12524560108033977,0.07696914878029311,3.0
85523.7823165359,0.7578181864494472,0.0707173241121873,4.0
33227.45526155201,0.8502633767651357,0.09989211767604762,1.0
35908.876978459375,0.3137258131922649,0.06914459437336144,2.0
36657.69502365199,0.3905480740361521,0.03883040045920593,3.0
6337.959660491027,0.5498063851930092,0.07367850223930708,2.0
48420.763911376685,0.4061310182778296,0.05889014349229832,3.0
70523.30033473087,0.6760963685110946,0.007086569943441413,4.0
68459.51066522364,0.25771377207403623,0.020765479628348838,5.0
35722.88064835451,0.4298420484939617,0.04712407867146157,2.0
57855.4385289951,0.17251296555442375,0.09164767228288649,3.0
84900.68597872036,0.2261870056213441,0.035933218967700756,4.0
93817.36676303795,0.7039743909026768,0.005410980045553848,3.0
72513.60146990581,0.6671367167955382,0.056693902338911306,3.0
4010.237573537996,0.2021895308874675,0.007250861536501363,3.0
90106.70907211846,0.7915765124998997,0.029005911759591163,4.0
21147.988467894193,0.5117716207893593,0.08367372704475073,4.0
26758.99875820479,0.4411956612292923,0.0394901526845913,3.0
75970.57883151452,0.863246243927881,0.09945652989250793,4.0
17668.7069138409,0.8850731776627175,0.032897704526825965,1.0
19430.14459754772,0.13199161312315102,0.08586593902678628,3.0
86670.26712885205,0.511438094671222,0.08311228402231277,2.0
6070.940790457971,0.44324668820908575,0.04054085178028088,2.0
45948.97864850498,0.4505924547427903,0.01376197175954097,3.0
30765.91773220002,0.32627844027889485,0.08612773560797411,3.0
75343.05382016345,0.8057324348488798,0.002943413163823561,2.0
28473.627871155604,0.8770565934303941,0.03179763504820032,2.0
85996.4187079484,0.7537801027861315,0.0885877516675263,1.0
91050.18123536576,0.8548188981887305,0.06479390896006679,4.0
34895.55933508662,0.29850286336417586,0.06439672873084916,2.0
85066.98557143754,0.23231379184754025,0.05642016174294604,4.0
46112.80400642321,0.17132215059336453,0.08458938250931189,3.0
18053.400355833517,0.6572985975781686,0.08837278575710161,2.0
9629.267830848728,0.6131916379758157,0.05204396391089605,5.0
56306.51068749014,0.32213018833471097,0.06153319803150018,4.0
69140.29467250116,0.3665707358167267,0.001753865700809898,1.0
88121.72715555405,0.16455262192788228,0.03023160161372872,1.0
27964.613431054648,0.3526892438742759,0.014260610601672642,3.0
53356.2726577573,0.36955110196285945,0.05072955701049945,2.0
40979.83703639982,0.2371226972359673,0.09286355937092863,4.0
