random-seed,wages-shock-xi,interest-shock-phi,price-shock-eta,production-shock-rho,v,beta,dividends-delta,size-replacing-firms
3519.6999434543422,0.32227746712538924,0.2389859604888137,0.21050414707214016,0.3652996971018478,0.7935018618448694,0.8251092496913693,0.17477718859877142,0.11142859181293166
18014.65661406471,0.2010435669596863,0.16072494513730207,0.23094864113517405,0.2648756201232243,0.16184576346312313,0.12989560491302715,0.44317717373040894,0.14875952594351535
72091.96477893657,0.08077249154425008,0.30067388792082034,0.19410277957094274,0.49471618116000426,0.9778911155132884,0.6583279191284804,0.3721486534594201,0.11529013786496298
52784.67658028596,0.1081092460891213,0.18082908668024852,0.04227621315597152,0.10555589271973097,0.19351944181350939,0.23706763719182633,0.013383020021006671,0.4487243447718651
28063.794189926055,0.47961279195893514,0.09558597392371297,0.4172218455916003,0.48082251571952384,0.5134559519999669,0.9010741888898969,0.42196163884794247,0.3947579962645257
64147.573822740094,0.20481142961048282,0.4335353256528178,0.4697342573497106,0.1195599151813445,0.49891623536012203,0.6277317284136951,0.3031575233070581,0.21285161316610457
19106.909324652086,0.2984350383678575,0.13107234238203833,0.4762769393533954,0.14891661718653118,0.44210147139253714,0.7960833316188969,0.1047622351072492,0.36663375346967714
74109.14963070619,0.4908800410806401,0.46381369730600563,0.05853755706932842,0.025174811784650912,0.8041591197860859,0.1954131062444034,0.129066849433865,0.14627360480930457
70793.24795532768,0.26873785115982035,0.4854839702889464,0.2526092847183766,0.2437012337549841,0.07668948609048311,0.7057384287958368,0.40223081276786554,0.49164953945579937
46070.13418500405,0.4431705967616188,0.49955081164574566,0.30346916832324133,0.13194229312697306,0.3488187800493262,0.47442235825615897,0.34622225647631455,0.17718710727980053
20775.1456023741,0.06081726139360184,0.24535540312144558,0.4680422722455443,0.11012925828297347,0.8405342501224103,0.7220555435960347,0.3129134631812609,0.3802799315822821
85557.825364748,0.22233973686315806,0.4677313455665833,0.42794656906884243,0.25517109075238886,0.13629243362242577,0.5259901997878229,0.20253472220915994,0.09582361329350532
7159.0071682038915,0.4954413006383292,0.06823736416886912,0.3556294651584212,0.4170931524310115,0.06895025130701893,0.6861510187489881,0.4970160948230791,0.21398636065111093
98638.43832645571,0.3867486957526435,0.1348962639278517,0.15763040957272179,0.026585127400203308,0.4838141272727597,0.2726573388088625,0.09428550481091788,0.439685485185093
43250.161664770436,0.015386007525531605,0.264903362257603,0.08471675913557554,0.060704021407656426,0.6107949281796484,0.24995717401613538,0.03985246344679523,0.3646577549314178
78765.57877619578,0.31739286864664945,0.4173470153230021,0.47899180339339115,0.21855123623601072,0.5045714324697145,0.6096107984769069,0.3725889948518023,0.31555997166508704
23876.416068856735,0.14760073757528905,0.4338065480412561,0.3904840245033573,0.45107304799173736,0.9455743730147069,0.5005331969352366,0.14071352201386347,0.31939573540633576
77704.27876230283,0.2854565013843952,0.38038387020767517,0.015229311135089418,0.4984732914782936,0.35222323135547157,0.8199770214494015,0.08746247733091377,0.28592141013560307
46577.45428291842,0.4109910346008708,0.1629788009473819,0.32389587186774177,0.4851516496792953,0.2229706992199365,0.9461923604609701,0.1622563821546211,0.07706100880786222
97677.40871960495,0.10994484328734688,0.060684457872406276,0.3057290716718256,0.4443303286333668,0.6284642178649378,0.8719203160261699,0.16522812784338994,0.2807054535196108
852.7656033016149,0.3387951835321788,0.2276406908343083,0.1430166278987203,0.08104924060893519,0.14885975380736466,0.2582818412647899,0.11307779835152584,0.46347924411327296
75343.79279230397,0.1299411544971877,0.47017771794608126,0.1724004179236489,0.03045904252142915,0.4499711100342768,0.8732308706949375,0.37872452044612603,0.3843533383771475
38071.65131364615,0.4733635378680542,0.024692043431740057,0.3725639985309676,0.15366112797670337,0.41251156886593676,0.4657819006036136,0.15714783606997898,0.36782298754001563
45273.16241349781,0.29189965215498914,0.32321000375335623,0.4683092433789166,0.08017302672198574,0.11490110970714539,0.40261316821137766,0.3760475215659923,0.3832698400807463
88412.16900564937,0.48035357520603633,0.3175783274539257,0.3034139250622791,0.055607663268431286,0.5781210515665681,0.23126205939015437,0.2567715585100268,0.2689286165282442
8228.993745849855,0.2119069237306832,0.06936149257852318,0.35317419537267125,0.03470204477220359,0.40928688812514025,0.3773024370659032,0.39862393303843896,0.20168609432729462
23694.727006317225,0.06935652764222676,0.427739638562433,0.029809092102526205,0.07815623490962981,0.8384426706644474,0.9298797663832926,0.01863173939388761,0.307010569009368
16974.19138840884,0.16119182419755418,0.3311606558204095,0.4174366991828651,0.20772339064251286,0.47348734316927754,0.6189477001038141,0.46610858729584476,0.37703143509359244
44196.16235742131,0.2590736114811759,0.07103533050796802,0.4610243842430913,0.4182546044441304,0.7711873868749167,0.5044782892635182,0.3362406444716141,0.3110755780731443
31381.81789992111,0.4540625585807465,0.08769078797334398,0.08387031489968827,0.23072238867151068,0.05832912483357252,0.6047257167291746,0.3014548145863294,0.4177123577421806
1255.8360655377887,0.3238398545053405,0.2833350438735458,0.2989042366813132,0.3306021329166777,0.918919705548558,0.9840860958295305,0.39272671230774353,0.40222468364613206
26304.243486119027,0.4052140518891373,0.2897602130908737,0.27508789296944386,0.09872439180631797,0.4795633915095709,0.971853691313799,0.05620285474139778,0.19669555480644163
46861.312786295945,0.44431619579427767,0.49458330259043337,0.17345134572865295,0.38676984789474445,0.6022579646584165,0.3632917629860287,0.11750742060679882,0.29666158365718837
10585.87567526057,0.21484079705741915,0.24912895809576857,0.38189866721074034,0.2880687178674592,0.6369427510421949,0.6987437676399093,0.1695850701228459,0.45708098301111666
97399.91050189876,0.16134421613671746,0.4639813575804759,0.2397360889771136,0.36286068340482214,0.6383073575993229,0.24683091217184855,0.28932575563390694,0.34937027949873356
54741.58134252333,0.34005439071753923,0.46452965514550176,0.08919780210347213,0.03228782682643252,0.07958652157292821,0.51677719849447,0.2638929426074145,0.46469561366277246
8903.756607268431,0.3470784439650058,0.20043509189095618,0.2656977431851575,0.3988421323222483,0.20702399764047408,0.2895573092470346,0.33761842896237226,0.2937021852001248
48078.78444741495,0.1883269288579214,0.12834383221026102,0.31619255467032026,0.12194361345178523,0.11997552761163022,0.17740337126085165,0.07546117153325063,0.05959904185458064
75141.07005828271,0.3897344052881882,0.05386320677745951,0.12299169228990868,0.4090037366529168,0.32469219529661164,0.06534707774794564,0.3916708447054562,0.13347652811383987
29669.43177986165,0.07658900840920424,0.36703914387392544,0.30756479679199916,0.06224544416573753,0.10724324549569823,0.46661776487232476,0.30647591704284344,0.07062885465278394
66856.98171081474,0.073507252760989,0.42287338213118775,0.4505064566303195,0.30388072472720884,0.2858869507147883,0.8176021562622382,0.059308926599542636,0.17590060758964016
16270.231542703385,0.16174916262827385,0.03544356728628528,0.13116544288400023,0.36664710987950855,0.6623962719985831,0.4446875013283891,0.13261504892939743,0.22516983227521464
68140.79561036569,0.2831124145252725,0.4990715728665955,0.3517394965058212,0.49987537130345383,0.8463942391273729,0.4607922636503404,0.39005388607433883,0.19791943816007368
65764.90970919913,0.42183328773713014,0.23260585168308942,0.3074998055309853,0.19516266183192643,0.9919699329010768,0.8069325684982228,0.22566474878769377,0.2553885353537328
73083.58014253237,0.16651455820126707,0.029598923046223295,0.4390187367146144,0.016829624417956938,0.6007290188919175,0.41104234018434427,0.2798327440780387,0.34404322641852964
38336.11248657768,0.33515189638238296,0.15596034565812106,0.027678100449283066,0.314461681558467,0.5556109985529436,0.44806691839957197,0.4191226519927984,0.1154769669037667
39718.974977159734,0.3552728427008113,0.33850268255891997,0.31756216034120965,0.08004883329783054,0.45243293638844584,0.22069005108921774,0.3074841919343466,0.39447419979617415
41553.94889922597,0.12737949091057357,0.04248409949845341,0.37372861198779006,0.41244524780936287,0.5871598441211525,0.25850999747354925,0.34847021201282496,0.39731384459340197
5868.9371786585725,0.24540600038454938,0.45353790058359916,0.029624936779632134,0.17995546784695593,0.15520287319909426,0.5108720945034413,0.1177586561407443,0.12626059299734443
17469.51230635717,0.10401379927883644,0.09031320940309688,0.27760955584894526,0.1286688945229467,0.44205581935551636,0.859820190538094,0.13602602163402033,0.16530060162155644
29198.88780742132,0.26935697392849084,0.2691639070173963,0.18968129976402082,0.34558373097758044,0.6373205195960685,0.2528934754904005,0.442719734569859,0.2788122519905273
18985.15334820307,0.0136287307572809,0.4904428795388218,0.2363195838854483,0.2104846101962398,0.06928156646693868,0.790527198318596,0.24271747214371758,0.27089737300655337
32030.914599902786,0.3753738441234633,0.041455721728959685,0.4221400302252068,0.011073757138625868,0.6827108626883622,0.9868255482710137,0.09897601113877615,0.176998519214417
33480.31902406257,0.2704183600814123,0.3310724791109717,0.2446425249494596,0.44907476862534473,0.19442184714515548,0.1834371139064947,0.08491234253947114,0.12846656796365427
27453.255758099032,0.41270462162732363,0.23963758485110087,0.41928768601440214,0.20690729297410712,0.8746533626688574,0.09381512348458317,0.33235660541881973,0.12609463640666074
5201.831001820697,0.42702603979344983,0.468333280458479,0.04605561572728187,0.3070255265698792,0.7043586539910959,0.30752354745533966,0.10577739744531005,0.41911765534937606
32810.6190889876,0.21900894089038345,0.19974851206620892,0.38664570746251814,0.19402106775651393,0.6854408837470747,0.6873338390024727,0.36903489277412166,0.0916385536048617
10344.047701179104,0.02186907120305999,0.09439295468380121,0.3346528234208385,0.23565358361832622,0.11551785491484255,0.7224526709361015,0.21343421679901026,0.44053172690719833
76138.90345999245,0.3432724820093629,0.24895063384644342,0.23333008944884762,0.06775195183037332,0.40249888464648603,0.9091021478332834,0.06614581999145212,0.34282113699812805
4880.367907412659,0.2133623272517256,0.3122502419361366,0.4721073629703817,0.31339848457035074,0.9298076655685241,0.3150609145604821,0.316804218700025,0.37372090611192027
55871.33258341014,0.39427821162676263,0.4663799945065086,0.3598275240368158,0.30539196263909096,0.15899175416221034,0.17638373928589163,0.03644271499915642,0.1834334244020332
78195.36227461099,0.4865137683226647,0.24419506320742115,0.2518750949978651,0.25196701102424585,0.7316318014362516,0.20463243043978296,0.31936437156644426,0.2125878736950928
90946.19711392531,0.1025021795592338,0.18022984897967867,0.4992840172220254,0.15881366792919754,0.9407666898383297,0.21393649771211576,0.13850160998620142,0.27249774707083
98672.64977999152,0.23075237247502833,0.4910588512468236,0.08123443075506646,0.47063114142903206,0.5220125272808014,0.22746333196586027,0.2886438909385343,0.26025321004511376
42852.14746672763,0.014253940972472548,0.2049210832333526,0.1847999858615141,0.03855959840588193,0.5954636434449793,0.5406750577091534,0.2074215665671694,0.3758437801235507
14581.604567369803,0.019987175031578302,0.3866849252713237,0.16220191846230791,0.27810903317989505,0.6224201759985217,0.3252708854015129,0.14360701427905476,0.4626065453237038
78232.14788928704,0.11092661310654328,0.3487051641976628,0.041430022918613786,0.4546100145766057,0.7845047005203094,0.5081965051157562,0.41683958863453263,0.3905829575274475
6877.411600396192,0.37364660149047607,0.11842647971506545,0.4903468155049051,0.017988391864145414,0.4227381946005897,0.49710307068664794,0.46750225986540356,0.41739245920230345
