random-seed,grass-regrowth-time,initial-number-sheep,initial-number-wolves,sheep-gain-from-food,wolf-gain-from-food,sheep-reproduce,wolf-reproduce
31855.512488140885,61.291373735686214,217.77149595664906,240.33532606347086,44.00363739554103,78.16198672424976,19.715660849368028,4.128111817544096
64710.29856783318,11.821403581674936,209.66270163111722,178.10885449106866,9.764754105411436,3.9893173079124793,13.296021803510095,18.521068772173187
57809.64386256437,46.01166927465228,34.12524209462601,109.06405374108795,1.7204976702630514,64.45566556587102,5.502371174481708,13.903340862129706
56339.6719709816,73.90400861545794,185.3599420590508,156.17678724360488,3.796392055362725,72.30546310749861,15.711437002978787,4.099766393255898
27294.349433785228,70.43984100686976,200.21705599830398,228.0987204103468,9.300276160383326,37.957793352284924,10.27246840669135,17.64067993920825
6974.189823393748,42.76687075214857,9.016297288000247,191.841596461764,37.82356210816576,52.80862674652333,4.11991743778464,11.450293427411705
8901.277463757431,91.38090800012124,239.14952859855237,99.55431017603787,9.083432114609352,6.558605835470002,15.257137737612533,11.613488567510176
99628.38701488989,3.3301474711820354,7.618672949171668,179.55738021449858,31.520164853006065,61.491873407314166,13.245753482066148,7.933026941065827
50190.03384114214,83.97493186472909,25.089736287103634,24.08660782588934,43.56284938055757,40.13531399496618,10.154724869144122,3.412492865736208
52404.88668740184,95.09346898204511,155.06878138715967,100.86097163268607,47.24811281471286,14.703389407392747,15.98775406783868,1.4664431498297579
26503.860106809243,63.95263232984436,147.15097603137536,246.0780365142211,29.48231026735827,55.56712639684443,4.823864933293871,15.70147090399477
54517.28799096125,58.391290922629125,242.98038743335223,111.42039756492646,40.54403701292149,62.73939829813358,14.879118763143817,8.35664155274275
689.3129163018419,52.25675948640575,169.6624284124686,38.993442698613634,49.53896347746958,4.136332632688557,1.0609732015215907,12.855829350979114
6549.7590005462835,51.77772193306856,11.325484769111329,225.47465283089485,44.137454605509205,4.038052206398087,19.977025123965984,18.614939765621617
95349.65047822197,81.16384308454518,236.0885424721647,5.167410279541841,1.6833463326221905,60.86335947491478,10.884696736010426,9.935281277263137
14389.480789555628,9.92681662103054,229.7322413494397,53.24665265219722,28.060382817249643,84.37654991275788,14.875526197630318,4.621022031942477
61916.58670322835,48.84576646713015,206.76093172881633,58.92267201454785,20.86173293456051,66.51663521933611,7.231117215912995,1.5745425093126082
79546.4938065144,34.162062732266,134.28468038242124,7.7144035161915445,31.29525710169885,47.663092456607686,4.407523846524708,18.93228106044166
40001.97448043428,93.24522013932051,122.22902315402138,8.983105360899245,9.363011758232636,23.74361316604412,12.538951643367074,3.4518780528608413
4239.0060642039225,43.84977656872946,247.57085516898172,160.40882929231046,34.472085697693245,67.87733191213316,11.738864995211518,9.372101032608866
