random-seed,%_EEv_upgrade_at_NR,diminishing_returns_curve,%-Leaders,%-Stigma-avoiders
10827.834023741534,0.013528678926013882,1.3619971074843793,33.9253358199944,19.340807043548402
40082.57970505787,0.2628909553742129,4.503198690355706,2.9861505838512103,37.53158748318303
30544.840808312976,0.09828411036554878,7.918126346777542,48.07462175176,28.454374407271217
24682.61092621279,0.09817159681869701,5.049726103190152,6.202940258433568,23.68678553524229
66648.4921953223,0.234846335772637,6.042350634958577,40.550322100520084,3.21373070355214
92164.51906929883,0.26719071821391416,9.122933774773237,49.01598958030441,33.94448301751213
77555.74222986684,0.1435398931604188,6.218730293566922,7.320125248568676,10.15180597041254
31245.066750797454,0.328072485504001,2.4585641917036383,17.1804927633882,29.769580339203756
12750.627019328522,0.019138633859252064,2.2387338599084154,23.70397496773846,13.936575877227451
61059.111563944476,0.04387279198856054,2.479919702782227,22.26173146912238,25.096546095796526
69627.39618084015,0.4603427542443783,4.543247995853401,35.24847295486934,19.52001140275585
44992.653770425946,0.4607196637192861,3.91947566068987,11.498722395959083,27.752733726088927
25605.399928031162,0.4232611957088466,4.155410658168475,41.97422640344986,43.007776203296295
67075.99635894205,0.20263464746883086,1.9912459622205851,6.927151764305524,49.11768805314952
73764.47271049202,0.19910756295641951,8.76121677256754,49.1620738251962,19.795862935724003
82043.01814503848,0.03171312712629889,9.710226748165045,33.88958123559868,37.920564194849305
31037.78838528331,0.3168131510956912,3.090325904083659,46.54065055378233,5.302935237798294
20672.11763588042,0.4665481176513093,7.1675981845034755,6.1349748373355055,25.82775680492205
19320.50698857144,0.1370248902079341,2.944964842088538,35.20575431483651,20.569243765583508
28097.824980178477,0.09550588070739523,3.658817852321742,43.370316376732724,33.13123143938747
55092.970671342075,0.10529871734841613,1.6258149375090696,48.72725807649989,5.2867142456559915
8839.85332345541,0.11008521448705616,1.40360599561322,1.9451079150338644,45.04099022477652
1411.1083048326525,0.4961569517466115,9.800165869161159,31.638936102716347,5.668297559238249
65345.24989129356,0.09943440412434909,1.8023353754689255,49.782613261996076,22.165119226073838
92665.54693029792,0.309802058290862,9.20432405353857,40.86986246201621,43.71412697104555
55157.802479874656,0.391556369582814,7.567608835011385,24.320466523705687,43.92340063411961
44643.78556325984,0.1943336724318995,8.918225921299058,4.873764062931201,15.82426676033031
31594.68793852617,0.34154591416625074,4.740361414608068,17.67754728919973,49.91546663865695
59435.40957842041,0.12175803720236612,9.61640270298478,41.246565786056536,42.92768956903383
98481.36147614788,0.15728274831215056,2.42172870059583,30.21406176254882,12.807030507541839
86122.95102812238,0.1609983890935614,8.081727733899761,7.544812982148816,46.83039242818914
37006.50776702034,0.21387931990709877,9.754041380641361,47.88427230551,17.016471120118133
51784.84605535262,0.45244080968621214,9.42754249024359,14.600816050964196,38.67273852615844
98382.91771118426,0.20926909045823291,8.623625043172577,33.22178331451198,25.118743256028548
10560.84662882774,0.3174785575541657,1.3628163361208019,3.794557572387941,32.96354703304819
73224.68588044538,0.39928864376610845,6.231659480610095,19.940563853944045,5.792497358096822
6613.529612062697,0.10843499100021824,2.555223466976322,40.049781754305,15.977481988114572
18672.247442141703,0.265544823840565,6.77286975841915,3.043425216334601,46.0275695401269
57214.28812688882,0.46964360458372145,5.922394421192447,46.22121787550535,2.719588883867971
65332.13462278187,0.12858698263766008,3.144521709354834,28.301009666854807,1.4923475432502382
17609.913707273357,0.3023797377185002,4.205180974506279,28.95288536135216,38.48974468877261
52593.58032081034,0.3029874604524449,5.72206046452498,7.207313896348698,32.419113535075
77484.25180172667,0.396901420442709,3.6922129264173957,12.80386370640615,37.180833927851126
50985.262514371825,0.21504605789283165,7.326037396969519,37.35267846171544,38.92127034065727
72101.31434488733,0.049717623334535194,1.4699773519507784,5.746890977184485,35.55997201542534
15898.177422201576,0.3393255895284567,6.65535312788911,12.667836389900016,45.522618704566995
6268.905016591754,0.3243406239545758,1.1357019224813898,4.463232615800242,28.358316327686172
16580.510498567783,0.33871641423588883,5.045406373923125,13.955896042797969,7.004264870296882
52774.522934096596,0.3530149393393539,6.00872180482389,36.89645823631516,26.255588956166644
39213.6031375573,0.13061973349666034,3.7750512991467957,11.10839195032654,28.054902521878198
43778.660740482475,0.037973908745754716,4.770400043497566,41.57344652505592,37.02246174746392
18349.85597989166,0.45189275504629456,7.597392045353224,48.45120436637961,23.15538419601496
72406.66236040022,0.059461365981525446,5.909536168833261,8.926048307953941,42.90068187806321
14829.037966841224,0.2744361877326849,7.130360676251048,27.948582245574645,28.087288366556276
20734.55630591648,0.25115616498123106,4.610453635302619,37.65044904730437,21.37279217840002
42370.03221083835,0.10912798598428215,7.0011419599539755,39.42018011755238,13.86499368335718
54176.04470983783,0.49262634532309035,2.0098102859672506,30.391947179938978,20.91242593518156
30986.3829490917,0.11752988277187223,3.7667458186403406,22.954849332357966,29.403275456138296
65967.7379228205,0.2394310291535488,2.3850796516582378,13.947652677086433,15.928134446481131
92717.57592803233,0.10242386780952216,2.7217129404867446,16.295433276782745,12.648833574149082
18801.84082779223,0.19382184396449753,5.292733906377933,13.190837859829292,3.53175382132994
75835.76154976501,0.20063086798437807,5.787964564405145,3.594645553944849,19.578358397474226
66741.01025498642,0.4606873310453122,3.4734375257358616,42.23645988368822,24.575188837407584
21471.013758294004,0.15058546778320941,7.771032187202591,9.272722260852998,47.37542568410192
95468.77383679581,0.10145955778266945,3.752159479363919,18.21025885677936,14.869417299819856
21279.47149974457,0.34159406217677235,6.57124996879182,22.396649504228176,9.0690844302627
501.12973282716484,0.21732070534482995,5.148868866397255,12.801555063821406,31.88155963330348
30743.955554995453,0.15407942238821076,6.763636807724976,19.03027437659482,39.218696061602415
54946.50063562411,0.14189589229162825,7.927171363353754,40.74296521438465,15.363849069344766
97229.03640435991,0.15444283730537864,4.159065934262403,28.99123432681326,8.31888768413969
69266.31152464199,0.42946270724769336,3.015034281872526,45.98743263124865,25.592602176843428
17341.276724873358,0.23967669129096744,4.178708753172395,30.07254422025092,20.627123714322188
61404.672747564946,0.23878770389101392,8.814344146409603,15.453611724897598,27.607539816154425
24141.874527026794,0.49350068598415053,7.62406625603573,22.98166401451716,6.79316697206769
6174.737449992784,0.34109897273491985,1.2871824977018713,31.83399837975253,40.83940672083546
68929.07243863042,0.27254418548278786,8.870386011335112,47.29608523257719,20.481947683247935
95652.14013905544,0.45009351127722563,5.188399100283627,7.925340885155982,29.438125559236727
13373.010704825643,0.05980520200097717,3.2461086332371347,43.79914708208035,41.40269717299655
46123.83956935772,0.21060979139865688,1.1638730282134024,20.22638332778449,10.065416355217376
27321.8351630073,0.15676667937842892,7.008006682198081,3.379104904523651,21.096094670401268
43413.23933636137,0.38127717003397277,5.203141586648412,28.97947567086901,2.7965323840712553
5924.027685683845,0.22678801441441312,6.592186729124201,8.89443962917783,16.980570317864593
83372.93309249498,0.16498214961297586,7.504339370078883,18.640004910231543,48.42149478386026
92866.4669617699,0.4328423359213661,7.1435183098857955,2.538179353075828,31.8930859114951
72936.30722843671,0.027695930129216027,8.514359263074509,16.895942534363662,15.311088752535175
39540.47999614086,0.03162052936612644,1.3551033217774324,2.8725463535192937,46.62685021258532
32539.86357092291,0.09334699241484518,7.856139925947401,45.61647285479465,29.155982667576886
36087.50136933786,0.12030700343643284,8.309696259110728,35.273738897294265,6.067750316425422
23915.467569048502,0.09902172846648107,1.8848317202379314,4.70336476935186,32.708548335181156
83968.5885890431,0.20594112038862972,2.358433424227716,44.277876852584335,14.49250634981687
45750.840977377025,0.42905865311583535,5.789303397741226,10.583095605359466,34.51675783324858
99840.29472164897,0.2968478210699938,4.263074665399319,23.834868817583047,38.97303308886401
2100.183861752269,0.16288522934582073,4.297398811874646,9.08415043661561,29.05415551996405
10542.422665883842,0.07809436458560144,5.724685279977605,38.15310827593653,2.615390151536859
22382.859263434595,0.04801148488147533,3.2330959983399987,35.89763405665316,20.022391273820627
76368.51621252258,0.1338007995583694,1.3837275958279405,24.980109677881785,44.35258165099269
79196.70941735075,0.01067517239572476,9.435306185298586,8.087531130041882,44.30282614137077
47267.309943909575,0.2855894416853039,4.9644984243915085,40.67099289278762,4.742230126647695
10815.666462334968,0.28747091107437656,1.3361572012076022,32.387619308095466,9.469299161580746
76556.09013902799,0.44429991483379605,7.463842932861446,29.116180618631567,30.492303477189004
91096.34475164027,0.48482023615569747,9.032563460621962,9.516406707584496,21.48322264182438
79432.4740873417,0.055635157495312455,9.143106562104048,17.127467739481396,1.9529163400425356
24402.320444301822,0.02573834016920893,7.194439569439712,16.11640870985728,29.713813470520652
87899.34593836458,0.40030652476959483,3.4961784595998187,4.393034833699732,25.33717947056443
81545.08638450461,0.35207385344134673,5.912825214477396,13.843045109835733,48.686399435990204
13393.10609211572,0.4686896653824246,5.881797273512683,20.041793249054678,15.014530410910321
9154.157204770096,0.11979146514444187,4.998103353811898,30.44937954092675,34.661354227397894
64067.0938078225,0.2818170721708508,4.203952468377073,33.55557521558417,5.947726469216634
98957.71150141858,0.4389888185600187,8.41125585781889,4.59737844300655,36.23199036908395
26783.434450079385,0.40510857591840954,1.5626278123486728,1.9877135961002477,21.688758995607667
50543.334185783104,0.47487987581361624,2.080587540562372,41.22622505576804,38.673362349340536
65207.8946464205,0.3477035928284299,5.648865908552703,13.297115318807224,12.772732437630383
92408.701001641,0.36498317185774104,8.728875548278868,2.8960796336072487,11.570702962361324
14213.107687493351,0.2018275131245023,2.1141669373446788,16.543408651625466,12.788763443321477
22989.231361123202,0.1790477384390061,6.6057188177251644,7.404467168221303,12.2801580703786
48377.76934873376,0.2455512898921821,8.897451146607226,5.926295865862185,16.136729165396446
59303.38729978107,0.19100441350689787,4.827323551323105,4.863229865242897,25.12591140291028
68021.3191427953,0.24181173145192444,1.27220648430339,6.7789131210516,27.97386871980906
52418.165290116114,0.4954276807253072,7.7732922162771665,17.783047571921166,35.61050914403158
74686.34399987027,0.026138340976244963,6.131942454924433,7.2154196517100555,5.374577069973203
4543.418352342207,0.26325120446161493,2.0483597794831,15.201174062223185,6.30383204126952
63036.152377740604,0.01336257112343494,9.718394566363742,17.74888807104463,10.398802882211152
23584.805051448064,0.10212589539485342,2.104452027683885,17.799468559359106,27.901963081967413
8191.214446029142,0.31328357478086216,9.489629538535171,25.810761645456182,20.49501679155928
85804.68042280938,0.2434756870630032,2.0385956195341466,41.424573035919266,7.572427481670766
85879.54665400342,0.23005706672455664,2.365895617297209,33.16498621159227,4.387560621788731
28975.535665454467,0.0446465354869582,2.6901352639944838,46.59839164564986,31.71698598355358
33627.71858163295,0.33848290219071386,3.6222106939215126,44.267406188166525,41.80450404908576
32027.337310108538,0.4693934378802194,2.2570364511001006,7.577682548464052,20.649435849362977
61312.72764211699,0.3251749239365621,2.200777349194248,32.73099105137802,34.90816189047187
40155.738072637505,0.147828740232485,5.330963452218946,47.203427984657445,30.382102692393943
77289.23305834051,0.38809664979243413,1.356662266542707,39.17282516528219,1.7582057656336962
67070.69813278502,0.11743079150769455,3.781114729002416,20.893381494635623,48.3535009796948
66350.3756076987,0.4129754178448743,8.442450523625038,26.05533502623472,15.454721283683169
67765.47196145868,0.49272292140110197,2.904880110651555,49.188618867326824,23.31981472173814
79860.92835165527,0.3114638741613656,7.3619108281576615,41.25582375029838,8.011002757588123
21723.079790822874,0.1553386812987835,4.204486609121513,38.84339917793642,47.47640918658493
48113.766955592044,0.023130490519453817,6.231206010399014,2.878949490799036,29.630559868038688
72199.86946464141,0.4688469796431414,8.69843200591408,1.1660134168960001,32.96099850227411
30425.248357203178,0.170000626746917,3.5617767656164903,31.62297967894405,14.362802407455236
3258.3019638886853,0.1442595987070744,4.163091432565191,12.93224357551969,31.937533924192397
54411.62397743512,0.23964683833092265,1.9066857986298658,19.662820787417846,6.639401837553954
93179.49712268997,0.24242873786309763,6.61142329884976,42.8779682003399,33.25736829882789
24165.816602900293,0.39784765656738735,7.2380567645683005,3.968815990910698,17.490167199379613
71350.95031869889,0.39941080344248564,9.038789269838336,42.787700632389246,10.851093567915008
2056.3372864341172,0.19483573422815936,7.209157245896358,23.460607243487466,5.43899759768246
93163.36577205552,0.4806586408126581,2.138083143002242,20.213160456854897,5.335902133357497
53643.56003472028,0.44587351785633506,4.546732969833525,39.627114269180176,1.1525310736874663
26794.116094387748,0.21787755590370794,9.479613323956299,32.57147417715919,22.163605757560592
75589.8947098742,0.43027314819413953,8.991565205913977,5.987977908112468,42.31307136300512
