sigma,beta,delta,eta,mu,phi,ccYL1,ccYL2,ccYL3,ccYL4,ccYL5,ccYL6,ccYL7,ccYL8,ccYL9,ccYL10,ccYL11,ccYr1,ccYr2,ccYr3,ccYr4,ccYr5,ccYr6,ccYr7,ccYr8,ccYr9,ccYr10,ccYr11,ccYI1,ccYI2,ccYI3,ccYI4,ccYI5,ccYI6,ccYI7,ccYI8,ccYI9,ccYI10,ccYI11,ccYC1,ccYC2,ccYC3,ccYC4,ccYC5,ccYC6,ccYC7,ccYC8,ccYC9,ccYC10,ccYC11
0.0144226564217871,0.949434749177346,0.0253576731904194,2.07451089513605,0.295119285847046,0.923463090469603,0.0950111713660969,0.212823091949803,0.315462793087779,0.431153246389663,0.592773111233714,0.768408092359515,0.71708570291034,0.654140244421724,0.615175037469905,0.584890929004944,0.519366339916245,-0.198666363215817,-0.0823440466072017,0.0239459244974739,0.143601044459819,0.315087643021477,0.507837242855594,0.482425341025209,0.443764772302557,0.42738982637429,0.418498020268812,0.372559898608792,0.234778652247639,0.348332385979257,0.444839636801504,0.553691206880408,0.703638027116762,0.863457945571662,0.801622034736248,0.729451034742866,0.681074811703045,0.641598717967665,0.569258205024949,0.789138280571498,0.833810430616861,0.859988597797475,0.889880919046131,0.920495967989673,0.937306054751341,0.852798238686627,0.768447416395476,0.696772320867384,0.631190990577749,0.558044382991225
0.0169610117687052,0.972134494706435,0.0236425478108326,1.89393661587234,0.284626751282075,0.933658306100652,0.193146039209782,0.297979066426921,0.371338641941657,0.462545556458843,0.579943756294619,0.721511940542601,0.672225776652393,0.632273061135063,0.609316401444755,0.596257084039084,0.545486984910222,-0.160452478172906,-0.0576515023601005,0.0182007118157992,0.113146903131325,0.235659260548993,0.384625212410411,0.358684650999093,0.339418417907002,0.335459769081798,0.339996592438331,0.309269383662156,0.37755520583844,0.47595736591159,0.542620800351428,0.625143357723964,0.731194464875129,0.858389025633434,0.79956603548854,0.750894138060349,0.718938062643755,0.696950972949371,0.638603931858497,0.855752788106426,0.879096341606177,0.886337570876426,0.89385321085049,0.902827590513935,0.910790577765251,0.847801242084611,0.79264731208338,0.744435095593828,0.701237750492743,0.645657305054981
0.0243320460405457,0.96156849470809,0.0257721070449491,2.11250578330536,0.300049047191644,0.891776986791853,0.116275346355182,0.216791840912944,0.304359126298101,0.440001863655742,0.604336794898453,0.836086598628186,0.713829697584745,0.633971811859633,0.567355760094254,0.537772411798473,0.487851892220075,-0.165642852818511,-0.0625318056790307,0.0300027353315769,0.173587943891266,0.349863869284748,0.600225291733066,0.509499701328569,0.456387589469588,0.41344024982565,0.40544373653506,0.376099393590465,0.228332473981836,0.324338591694763,0.406862359601327,0.534590496257319,0.688382372904011,0.904534658006365,0.773486273172997,0.685354598058695,0.611277794250947,0.573822328290817,0.517142182426428,0.752231466198119,0.783034894800023,0.803061789918547,0.833459600167254,0.864456223155589,0.903711579477462,0.77900470857705,0.682079689231543,0.597811402582233,0.532532120103863,0.462242089288555
0.0147973975772504,0.966721678757706,0.026346466210832,2.10588383505703,0.311798833262462,0.96436248404975,0.418759515206547,0.499441001572673,0.577285321196881,0.654725063259949,0.734537459350818,0.818649204280517,0.811428273674869,0.808135324839235,0.799514387872963,0.783466321485917,0.759685163435624,0.196689199275846,0.280396331000053,0.362373911836923,0.445115436889594,0.532298626034895,0.624558053273399,0.636861924200132,0.653737013655811,0.664581716034481,0.66664044186878,0.660311681640469,0.56233319907479,0.63656552636155,0.707283518326894,0.776747894040913,0.846920937331003,0.920591247785365,0.899207719799658,0.881068924402879,0.85840225688693,0.829706543899828,0.794167201141837,0.830667218906002,0.8647247363121,0.894245983262453,0.920341191236948,0.941992694700587,0.963765938933922,0.906278272640362,0.849084840545674,0.791024515898738,0.732800003294945,0.672313290689111
0.0140446429778403,0.964411491443017,0.0250447394083347,2.07783848704631,0.29351081977064,0.92534520359548,0.257078482804549,0.32457585785624,0.402868607261537,0.499373999449137,0.605810861623793,0.722084285556716,0.702118622863861,0.680435789704097,0.65628978492379,0.643013360289871,0.633290601669386,-0.156183556937086,-0.0875412475714459,-0.00571632507382411,0.0960321395696078,0.211690768696257,0.34087697219793,0.342565330958938,0.34208066397718,0.338662832613855,0.345189907243152,0.355058691251185,0.445048677124739,0.506761743504246,0.5772367164476,0.663658591189448,0.757244872001997,0.858052634863726,0.828738972662709,0.798069875302151,0.765364017425745,0.743153936199764,0.724329876786898,0.898534552276605,0.910982329356773,0.920928928417961,0.93137704394788,0.935891373887958,0.935037436440027,0.886533800875465,0.838583167138667,0.791050981736206,0.747783620614026,0.70572644537057
0.0164579318649368,0.909039530107562,0.0249357799987757,1.91929900316792,0.301219718461745,0.970983394750642,0.0457990259446521,0.124499487183408,0.209836585904887,0.297210382814388,0.39746746241106,0.513571621011222,0.529397290621441,0.545486835076877,0.557950043094007,0.563092571342122,0.560368272913654,-0.16642898602984,-0.0893648921579022,-0.00402076831908822,0.0846136027102457,0.188261196556384,0.30971724151553,0.334456809999594,0.359736588424574,0.38173475878161,0.396653969992692,0.403781464026098,0.288507677599912,0.364162541346077,0.444135858103591,0.524567488629385,0.614609169328751,0.71723375336313,0.721751366516735,0.726196528599193,0.726844030924611,0.720350579681762,0.706397100132243,0.909169414957302,0.934039304086143,0.953462729808754,0.968041988018557,0.976538348374983,0.980341269270599,0.946200846746608,0.910950370626397,0.873413413307764,0.833184034392006,0.790843289777026
0.0190114162906609,0.968678358399942,0.0243177826003399,2.11770125020789,0.302761119513747,0.954825129277004,0.293249048329331,0.365361099350352,0.453724206859789,0.554832118847173,0.666181717963581,0.783142947181525,0.755792799750818,0.719000156958677,0.681301856712861,0.64538490690036,0.62016362984024,0.0114187851036123,0.0849649187319112,0.175798961509826,0.282570082732605,0.402239481144189,0.53238174755704,0.524225786239879,0.506049723694633,0.485597214965244,0.466157388910492,0.456443006271969,0.454962682650233,0.521954017837771,0.603589550241361,0.695200028821673,0.79476841724733,0.896536042877448,0.858603137152585,0.812145617706817,0.765705164128931,0.721429807720533,0.687841254446081,0.831003651007004,0.855920500398936,0.884642290882116,0.910313241708829,0.93330098725064,0.946179881985604,0.88666236883323,0.824871013659442,0.766198154731311,0.710180450757272,0.660859020252795
0.0153781626417418,0.930633501647025,0.0252705482309352,1.8856030464394,0.295702535119972,0.941707360774202,0.0595167890528791,0.163992000269412,0.28479057193265,0.423092748267752,0.562607860802205,0.725436847049815,0.710293040578122,0.693382736492944,0.658087129474606,0.617485074225484,0.5747689306287,-0.177460219171363,-0.0760565546657507,0.0450161166940964,0.18830203246167,0.336667683694521,0.514139815375916,0.52070457997956,0.525122088511705,0.510197118255324,0.489060797964147,0.46461778136811,0.203450976963916,0.306018069250165,0.422251884829529,0.552448796923536,0.681430566339888,0.829306604219013,0.801330202572943,0.771886328264253,0.725316291997829,0.674190791009003,0.621763392854123,0.792012593838219,0.840714578810388,0.884596378204339,0.919663731887632,0.942617165294626,0.955391021885817,0.879245634076597,0.803682626317509,0.724415278883835,0.646121251727928,0.570918525871673
0.0252847110561002,0.924415731483239,0.0256735352633451,2.03585620107059,0.293826943115105,0.958233307164,0.109753707575998,0.151154944085679,0.198122001783203,0.276760274632438,0.372253324364826,0.480602177930604,0.470586223063668,0.456400123784854,0.438213944429618,0.44117593881402,0.442390360038155,-0.301579983902061,-0.263212985703907,-0.218217529819867,-0.141241631877884,-0.044718303283535,0.066979921392908,0.0671618894858212,0.0631471456133972,0.0549518080221616,0.066764114805887,0.0768839207733898,0.423367551385147,0.461721319988526,0.504058207256354,0.573636884931951,0.655696506793537,0.747064216434379,0.730236467449366,0.709810510089181,0.686056746864705,0.68156792089697,0.675518391188547,0.938725923464686,0.950070008177794,0.959625855304005,0.971933247993203,0.980008916792122,0.984259137522807,0.960191682478371,0.935730054251879,0.911239624986119,0.89162147178266,0.871688964619685
0.0154041412568279,0.957653854233348,0.0256316998120514,1.8801032953619,0.293579999703497,0.947515115117759,0.0598573479119111,0.178882599397733,0.313433645683367,0.466155304366128,0.641849580082918,0.821514679447333,0.780878887280109,0.720965419532923,0.663996356958277,0.608572154438278,0.55097803554573,-0.132848326626402,-0.0125412576977231,0.127011468952035,0.288128945157389,0.476557461496097,0.67465872506385,0.656536326800499,0.617990585989405,0.580828583237189,0.543708644631601,0.502926574866014,0.187253187184155,0.30211701504620603,0.429584564415828,0.572445400361829,0.734735873174798,0.897068343814174,0.842482761782846,0.76992172854449,0.701268586751489,0.635123872063262,0.567868807662901,0.756862605801344,0.805392799097009,0.846795002046473,0.88348941313918,0.914052680490392,0.924796724806904,0.821284383913742,0.713465546869054,0.612879533258734,0.518679379592208,0.429158825038615
0.0258957647730014,0.956445216889216,0.0239551616762951,2.05259598500966,0.317692512936532,0.95435569232136,0.158956291388676,0.26118941880689,0.373171668222122,0.507843677675112,0.67347146149639,0.870376141806709,0.79355011778092,0.716159892190483,0.656647277184625,0.611089440883746,0.562250191126321,0.0213343316777328,0.123502286381712,0.238356513219737,0.377676300957096,0.551395727965614,0.763909801250844,0.708770834098597,0.650695565020943,0.609879691667679,0.58208131128185,0.549891381180409,0.247264156323115,0.347584126750914,0.45551705014036,0.584526794523462,0.741613972628676,0.92438942529422,0.834638317641225,0.745908342338823,0.675124211535352,0.618649954606695,0.559693958849849,0.651418397923653,0.71187138470076206,0.766158686987642,0.826606378783919,0.891319699954944,0.943974697616819,0.810838159761939,0.686984481686345,0.576161943832949,0.477354330949054,0.381114622001813
0.0216483637010143,0.974550821050756,0.0233927118040994,1.97464336826946,0.304500444685053,0.963253205181722,0.208501723216645,0.291812706582612,0.391663726071542,0.505808689606358,0.635605935456244,0.772065637167102,0.720805208057818,0.669666889444686,0.628648826484764,0.592483058228861,0.562255705502442,-0.0616206764695798,0.0238577612178392,0.127817876809058,0.248390409718435,0.385024854562406,0.53130021988488,0.498596163347754,0.466814694839693,0.443720902676671,0.424653734079052,0.409936198717693,0.391597986116405,0.467982040206303,0.558431563946942,0.660570605424039,0.777058757846436,0.897614966429186,0.836148673525869,0.774214383312955,0.722792469540407,0.676511822017541,0.636943895139403,0.810781071050472,0.835998896686185,0.862122471069821,0.887290860657401,0.917190571494276,0.94149553431475,0.872009784669964,0.800397602414089,0.736450349989881,0.676554776480526,0.623186942909868
0.0141613974743569,0.946698558701307,0.0260694120687083,1.88228199599003,0.306622544309499,0.957020342419188,0.107073892678152,0.191498056809718,0.2845016276011,0.384117000164785,0.492937172887717,0.597971425483808,0.605317457712244,0.597254411204949,0.586325654103739,0.56995770983721,0.550451035929389,-0.214585272107753,-0.131195299892648,-0.0372971345057906,0.0654762998959757,0.179786016450228,0.293129833688329,0.313836398121395,0.319712630965523,0.322727099401266,0.320242076464671,0.314287522349949,0.355160930892663,0.433357015788272,0.517874340283758,0.606642273192957,0.701982791938507,0.791600296137713,0.787656245586002,0.769128229994086,0.747970809470057,0.721876889107027,0.693170851316031,0.913192539825365,0.932492691333441,0.948111734261022,0.958738245034389,0.964688198789654,0.962077958979708,0.926442628224679,0.886202729514911,0.845394143521366,0.803694251389461,0.762301199359465
0.0212744545488851,0.950039896118694,0.0242500173976243,1.8914239251161,0.288241647808745,0.888536631282466,-0.00743176654736602,0.104572790624818,0.231263167803263,0.373947462814177,0.537086290059387,0.73603756388871,0.67469821790184,0.627525847537784,0.570994271845876,0.51051262722206,0.446660151194351,-0.325465423180069,-0.22060805126671,-0.0973259520167508,0.047122585942348,0.218510785010322,0.430768849869728,0.401967884648655,0.385180163666469,0.35558597198406,0.320569928123636,0.279906418521605,0.124705404728928,0.234984484134964,0.357784909777433,0.493765790287472,0.646656957804019,0.8317653036193,0.759506072072855,0.701713579134254,0.636382519605809,0.567876782968833,0.497084976160098,0.78908557187692,0.829001767349224,0.862528203554566,0.886359950868783,0.898116311748726,0.904383409046923,0.811370347576765,0.726512604632915,0.64837305987312,0.573110849508504,0.502841189977866
