mean_%_happy,mean_%_happy_workers,mean_%_happy_shirkers,mean_mean-perf,min_%_happy,min_%_happy_workers,min_%_happy_shirkers,min_mean-perf,last_%_happy,last_%_happy_workers,last_%_happy_shirkers,last_mean-perf,sd_%_happy,sd_%_happy_workers,sd_%_happy_shirkers,sd_mean-perf,trend_%_happy,trend_%_happy_workers,trend_%_happy_shirkers,trend_mean-perf,max_%_happy,max_%_happy_workers,max_%_happy_shirkers,max_mean-perf,snap_25_%_happy,snap_25_%_happy_workers,snap_25_%_happy_shirkers,snap_25_mean-perf,snap_50_%_happy,snap_50_%_happy_workers,snap_50_%_happy_shirkers,snap_50_mean-perf,snap_75_%_happy,snap_75_%_happy_workers,snap_75_%_happy_shirkers,snap_75_mean-perf
59.1518987341772,8.160839160839151,99.4,-47.59728752260398,41.048824593128394,0.0,60.0,-55.10307414104882,54.79204339963834,1.3986013986013985,100.0,-50.0126582278481,3.6194288497236613,7.118492989543027,4.119870548128089,3.1790991367033428,-0.010279147263731985,-0.0985315314748259,0.029962996299629927,-0.021065708740856004,66.72694394213381,45.45454545454545,100.0,-38.97830018083182,60.57866184448463,16.083916083916083,93.33333333333333,-44.945750452079565,61.66365280289331,13.986013986013987,100.0,-43.41772151898734,57.14285714285714,2.097902097902098,100.0,-52.03616636528029
91.28519855595663,99.2196261682243,94.9874213836478,14.967400722021663,49.63898916967509,47.19626168224299,37.735849056603776,12.0956678700361,96.75090252707581,100.0,100.0,14.252707581227437,8.356604588944348,5.33408912272286,11.788537714867271,1.8955650987901698,0.21339173628554173,0.044452108762278085,0.25343289045885703,-0.03298438869157666,96.75090252707581,100.0,100.0,23.00361010830325,90.97472924187726,99.53271028037383,99.37106918238993,16.888086642599276,94.94584837545126,100.0,100.0,13.530685920577618,96.38989169675091,100.0,100.0,14.402527075812275
73.24855491329478,32.3203125,99.23728813559323,-26.047938342967242,46.82080924855491,15.625,45.76271186440678,-42.179190751445084,73.79576107899807,35.9375,100.0,-23.057803468208093,4.122568495430206,5.947416677576808,5.457390246465062,3.5220708922837716,0.039437469758536715,0.036195807080707826,0.03857673902983461,0.050374470973108876,79.38342967244701,50.78125,100.0,-19.73795761078998,76.49325626204238,32.03125,100.0,-24.720616570327554,74.95183044315993,32.8125,100.0,-27.186897880539497,72.0616570327553,28.90625,98.30508474576271,-28.27552986512524
88.09532062391683,98.40495867768594,92.44897959183663,20.922651646447143,50.43327556325823,49.17355371900827,51.02040816326531,4.362218370883882,92.5476603119584,99.58677685950413,100.0,22.979202772963603,7.220682842380043,5.674268462740804,11.988818892020022,2.699898176292382,0.16132670459420304,0.06653227306201696,0.27965245504142217,0.038861581132116664,94.45407279029463,100.0,100.0,24.663778162911612,91.50779896013866,100.0,95.91836734693877,19.471403812824956,89.42807625649914,98.7603305785124,100.0,21.015597920277298,91.68110918544194,98.7603305785124,97.95918367346938,20.766031195840554
81.28545454545456,55.056737588652496,99.12765957446808,-12.71838181818182,50.18181818181818,25.53191489361702,44.680851063829785,-39.42181818181818,86.9090909090909,67.37588652482269,100.0,-4.707272727272727,5.822626427343307,9.949146385854041,5.522455086789236,6.788402058323782,0.14347434743474347,0.30889471925915984,0.043842682140554125,0.1932952458882252,88.0,70.92198581560284,100.0,-4.707272727272727,79.63636363636364,53.191489361702125,97.87234042553192,-12.285454545454545,80.9090909090909,53.90070921985816,100.0,-11.42909090909091,83.45454545454545,63.12056737588653,98.93617021276596,-7.370909090909091
89.34734917733093,98.96818181818183,93.71830985915493,13.852047531992685,54.844606946983546,57.27272727272727,49.29577464788733,3.643510054844607,93.60146252285192,100.0,97.1830985915493,14.031078610603291,6.699121753814075,4.735506378536184,10.025597074838117,1.4955631067974284,0.1654092283085708,0.052049750429588204,0.23993948690643693,0.003281691971756583,94.51553930530164,100.0,100.0,16.53382084095064,89.21389396709324,99.54545454545455,94.36619718309859,13.645338208409507,92.68738574040219,100.0,100.0,14.464351005484462,93.05301645338209,99.54545454545455,100.0,12.738574040219378
62.89435336976322,5.186274509803922,99.38167938931299,-50.55236794171222,48.998178506375226,0.0,48.091603053435115,-56.90710382513661,60.83788706739527,2.941176470588235,100.0,-53.18761384335155,2.8500753066749773,6.730226137934973,5.167995309038853,1.9577105947062692,0.006248712302924405,-0.040104010401040176,0.029522036173083018,0.0017915999250201814,72.6775956284153,50.98039215686274,100.0,-46.41894353369763,62.295081967213115,2.941176470588235,100.0,-49.95810564663024,67.03096539162114,0.9803921568627451,100.0,-46.41894353369763,65.7559198542805,5.88235294117647,100.0,-48.89617486338798
72.74576271186443,0.14285714285714285,99.4771573604061,-87.85606403013183,46.13935969868173,0.0,47.71573604060914,-93.74011299435028,74.3879472693032,0.0,100.0,-88.34086629001884,3.193307324877709,1.421410624438027,5.202218579796017,1.8714066365878834,0.020598670036495015,-0.008486562942008502,0.031059958787756844,0.012748336980590438,77.5894538606403,14.285714285714285,100.0,-83.70809792843691,73.82297551789078,0.0,100.0,-87.26553672316385,70.24482109227873,0.0,100.0,-88.24293785310735,74.57627118644068,0.0,100.0,-86.33709981167608
76.26315789473684,49.44329896907217,98.96969696969693,-22.000233918128643,49.317738791423,16.49484536082474,49.696969696969695,-39.23001949317739,77.58284600389864,46.391752577319586,98.7878787878788,-19.43859649122807,4.601534119431707,9.653272672598101,5.02445808653639,4.550945987864939,0.05577282874486248,0.09473524672054826,0.03369064179145189,0.08030744594927322,83.23586744639377,71.1340206185567,100.0,-16.307992202729046,78.3625730994152,50.51546391752577,100.0,-19.485380116959064,83.04093567251462,62.88659793814433,100.0,-17.693957115009745,76.41325536062378,52.57731958762887,100.0,-18.84795321637427
67.92014519056255,99.33739837398377,40.3768115942029,31.97328493647914,46.46098003629764,47.5609756097561,0.0,5.785843920145191,85.11796733212341,100.0,72.82608695652173,6.074410163339383,11.810382164036165,5.208538663412458,22.125570111570568,16.247616776342905,0.4046778543553083,0.031234830800153067,0.7411915104553934,-0.5590949657579188,85.11796733212341,100.0,72.82608695652173,59.114337568058076,59.528130671506354,100.0,23.55072463768116,46.10344827586207,69.50998185117967,100.0,43.47826086956522,31.927404718693285,78.94736842105263,99.59349593495935,61.23188405797102,16.02722323049002
