random-seed,TotalProduction,TotalDemand,StockPersistence,base-preference,exp-pref
51254.09914768856,107.42300143301568,114.69824748086084,0.6152513171878542,0.05820567204173034,81.92040695927787
17146.605007357168,102.61235277199616,76.96470094915898,0.507849207179735,0.04295239159364944,84.52230043599216
44122.322856437655,172.72256452147457,192.97324304781043,0.8499903591437811,0.11019637329643728,62.09905999375479
32463.611467818933,154.43157519070834,68.07072693632823,0.8636988730016034,0.1521404855530267,74.87648942932583
30769.44706896896,107.68988194538012,155.7612104242763,0.9752988863430819,0.19317848722291392,17.80722741247562
32722.830316580155,172.192163579103,68.0303328559674,0.8400251566706325,0.08257352150663202,15.880004101375693
63765.74689308779,107.48348171769298,64.78777810551084,0.5656601730302937,0.06496090877489592,7.902603158602458
29477.727184862964,115.74638268144449,177.1869262723842,0.9375176230840523,0.16747345080658257,55.08696730988788
35083.41906005101,174.48181811834073,50.98011689438945,0.6419679719118393,0.15509296864818867,41.72138559429611
35040.360146541905,180.2523447038102,95.6759565449025,0.6149426893668483,0.014449609348702545,67.78410393505033
97363.02094091567,100.69604394355751,121.01974547971524,0.6638017360707911,0.02856584697295876,48.52661346439887
23235.57897752618,122.65600787944324,146.8372473866986,0.8835002002873347,0.12918247724568507,23.617731724872343
39559.04141613253,142.86700710059517,146.90331037253182,0.9479295398276999,0.19940951787649014,6.392586372379845
3353.765679394185,102.31612972566634,197.56501706721585,0.880156302887233,0.08420684054360952,84.43969137085544
21432.697204495755,169.96268908487622,191.69040344791878,0.7608403040186043,0.05689982879910829,17.40850191869137
7199.637771985264,152.5213910787589,62.97563393203131,0.6705962583217882,0.18333968326143105,21.57007707734487
64151.7182719543,196.04164219606804,130.85459224133695,0.5313329023094107,0.08935060671835489,74.65469715325357
99475.27528170543,165.1500061914667,141.85958643757567,0.6257438271114387,0.19140660666858358,11.27606436788571
94321.93395922802,166.41608694610255,53.25429911797269,0.621968835769046,0.16223854017017011,26.944735899527313
47709.751002646764,177.74474173695023,173.0236077772764,0.6568807108226211,0.15164651094471013,41.05985154439356
73211.787148654,184.37339979329616,195.72697885649683,0.5860530090871541,0.013627132783904343,50.79564919893655
51230.229638981924,186.64702195246798,169.43481756586047,0.7117291511321959,0.05945964522207398,80.5345474781672
32350.742835070505,188.2183639555648,182.42587171380166,0.7535169249976542,0.14323688411906857,41.32945057684581
19062.753117105953,105.88907740421604,180.83100318269877,0.8709106314718773,0.14459507991265538,41.557028880949495
21402.338241420453,128.10435490704694,136.61242645470017,0.9488228459954344,0.11843592783436452,40.899498493449244
86194.65854578337,119.70788813240085,54.36607244474186,0.9715991413528582,0.06449663764092364,86.91326615458226
72957.76543128806,157.23871246854168,172.39077399996543,0.5428752927403154,0.13808247457154438,99.78157090827766
80567.27200842004,181.74103641338763,104.75237862219724,0.7239527158874515,0.05143276065343084,37.397440779303125
4225.820898177009,170.76209317393696,153.7872481086924,0.5827644736608975,0.18540374582290572,90.03524843899592
58822.622526240055,113.433238518125,180.63534704864145,0.6767183239236426,0.19241181062073473,62.5768801460529
29078.461617613717,164.54327105441993,74.24299153171992,0.943849542752561,0.10333434002352172,80.06414680398439
92578.38002542888,190.8682381737624,131.5155135930795,0.5831611135547388,0.1189025413336483,72.96319138760416
51486.88328063857,183.33059985125388,124.07628170316679,0.5086577970865825,0.08207228195978988,99.03935482443093
47740.56096476202,123.33292303283156,50.329678669013994,0.9590082395124545,0.15529587809922396,24.54903734712677
65882.48457846756,152.8804537220027,182.566557741575,0.8755838824418962,0.19053431665211823,53.377945551202316
50727.95871274076,112.49203349125824,196.18761672625087,0.8674139396966296,0.17527758738773616,29.405669095435904
43578.43540647919,198.1666249219027,184.0396779691238,0.5036568033917865,0.1359692115559024,73.7261844077732
78953.05482271606,171.02849914813197,86.35897985616535,0.726353273693654,0.06326841019817228,31.903678276718573
44770.75125012083,123.75714304834608,150.28739383267236,0.8706743960275587,0.11287205931197573,60.309181052638465
52096.732138059866,107.4752700646472,63.18015986896711,0.9421726096413745,0.18565866251215776,73.87145468584318
65665.8359917917,157.6483021037921,198.47581659100882,0.6162222804622652,0.019762864946772936,43.25055558574765
37813.97965680376,120.73838695166239,132.60083522935778,0.5649629713404742,0.10048305090028592,34.073283697148085
87459.09074611885,129.5044608578256,112.97771605470163,0.8923122345721668,0.1951000094883966,79.39847560726338
60626.859700936366,101.15663554393107,151.7366254286428,0.9842597114567284,0.045770594782933015,23.161336636350626
91890.68281776829,107.38318730858283,149.91800730610936,0.5023721892701264,0.12335454114872402,15.979101860768962
74391.51170914441,192.00896050916796,115.4211328295972,0.7023229605882211,0.1635288375863937,52.74836481236604
61923.42501668,122.57094510319874,62.22465980557439,0.5951624133952298,0.022127027875223707,43.46968328647449
24683.48837888422,100.59649542280441,69.64825033981782,0.8354118891087161,0.13193742708266235,34.39041262680127
56256.424425441124,105.97921703854058,110.02533007864943,0.7670876640784752,0.10081059762536689,77.62886342674999
46581.00516218652,144.15692063445135,72.02104903615296,0.786720444647547,0.1898750564135489,44.468552469728955
55065.960676860464,118.43445198850314,65.3491725928339,0.816370057530904,0.05537038631495993,36.34101333183608
58695.56654015073,128.33672905772343,114.28682849818377,0.727750397100645,0.15350297635152674,3.3614717604821767
67260.82455213116,151.34018098411778,124.94788837713023,0.8361980725514693,0.11770957845036915,16.036663546359733
55691.11905365622,194.90240644953906,139.648188025013,0.5297450114679592,0.1491107051548132,79.90620724095537
1096.3036963509414,128.3674099088758,162.74154439838077,0.6354288648016394,0.07311820942760469,40.13760416922535
7500.646465587561,105.97376105767334,190.12513791954285,0.7692529142980689,0.09419610957354313,21.970786178021616
87221.6747670509,185.08625657167,148.81139303412004,0.7857140582578857,0.1703163147013166,67.25894962567254
65337.42548510912,130.50517827327215,108.09664751715434,0.5482847553927909,0.15383088158058714,51.644720854385724
49762.40632397413,186.90318293335721,64.02648126029976,0.802617930231053,0.10079247429003921,87.6785660849847
