mean_mean [age-roofing] of homeowners,mean_mean [age-windows] of homeowners,mean_tot-EER-rate,mean_av-EER-rate,mean_rate-heating-sys,min_mean [age-roofing] of homeowners,min_mean [age-windows] of homeowners,min_tot-EER-rate,min_av-EER-rate,min_rate-heating-sys,last_mean [age-roofing] of homeowners,last_mean [age-windows] of homeowners,last_tot-EER-rate,last_av-EER-rate,last_rate-heating-sys,sd_mean [age-roofing] of homeowners,sd_mean [age-windows] of homeowners,sd_tot-EER-rate,sd_av-EER-rate,sd_rate-heating-sys,trend_mean [age-roofing] of homeowners,trend_mean [age-windows] of homeowners,trend_tot-EER-rate,trend_av-EER-rate,trend_rate-heating-sys,max_mean [age-roofing] of homeowners,max_mean [age-windows] of homeowners,max_tot-EER-rate,max_av-EER-rate,max_rate-heating-sys,snap_25_mean [age-roofing] of homeowners,snap_25_mean [age-windows] of homeowners,snap_25_tot-EER-rate,snap_25_av-EER-rate,snap_25_rate-heating-sys,snap_50_mean [age-roofing] of homeowners,snap_50_mean [age-windows] of homeowners,snap_50_tot-EER-rate,snap_50_av-EER-rate,snap_50_rate-heating-sys,snap_75_mean [age-roofing] of homeowners,snap_75_mean [age-windows] of homeowners,snap_75_tot-EER-rate,snap_75_av-EER-rate,snap_75_rate-heating-sys
29.023632060831797,23.151907200496588,1.2251396648044692,1.247352203802057,2.5344506517690877,27.652234636871505,21.707169459962767,0.6201117318435754,0.9567039106145252,1.5828677839851024,29.112818125388007,23.675201738050877,0.8947858472998138,1.2277147640276134,1.86219739292365,0.46908263043208254,0.5023043306092396,0.2590629821467352,0.06237741556654198,0.4831998562272338,-0.004981187597344072,0.007893023939265246,-0.0009260702606573429,-8.753412852879776e-05,-3.575776572071655e-05,29.80477963997521,24.09629112352577,1.8966480446927374,1.3586373096724724,4.003724394785848,29.79632216014899,22.109792054624464,0.9897579143389198,1.3258100558659216,2.3277467411545625,28.45437616387337,23.395561762880174,1.1173184357541899,1.235735567970205,3.35195530726257,28.634854127870916,23.284062693978882,1.2364990689013033,1.2366604593420238,2.8864059590316575
29.026662011173222,23.116313625077602,1.2214897579143396,1.1998646370120678,2.5884543761638734,26.872982619491005,20.96104903786466,0.7057728119180633,1.053072625698324,1.2104283054003724,27.136949099937976,23.112352576039726,1.5661080074487894,1.2241314448018359,2.8864059590316575,1.0921320982543794,0.7558601117474085,0.2502876179127747,0.04090598172077575,0.5220799169041411,-0.003275550087596889,-0.001759154965776064,0.0009681973783970583,0.0006303270578761217,0.001918627616951629,30.72191185599012,24.49914649286155,1.76536312849162,1.2763743826410818,3.8175046554934826,29.745887647424,22.360878336436986,1.1080074487895717,1.2498696461824954,1.7690875232774672,27.115223463687162,23.84923960273122,1.574487895716946,1.1828677839851025,3.165735567970205,30.390285536933646,22.523743016759788,0.9702048417132215,1.2175791433891994,2.700186219739292
28.919452203600272,22.99711514587213,1.834469273743017,1.9245656260534432,2.4990689013035374,27.178150217256377,20.819366852886443,0.8836126629422718,1.393854748603352,1.303538175046555,28.532666045934267,23.60319677219119,2.0418994413407825,1.8397005436111582,2.3277467411545625,0.7446614901571532,0.6867994205793739,0.38136426347447255,0.12387012545586303,0.507379593115836,-0.002302230223022134,0.0043601594796350415,-0.0030363818504755536,-0.0016943396885825506,-0.0004268583282909224,30.166278708876515,24.373448168839275,3.1741154562383613,2.1754876016857785,3.8175046554934826,30.006595282433306,22.790037243947847,1.9022346368715084,2.121117318435754,2.3277467411545625,27.178150217256377,23.556486654251973,1.8910614525139666,1.8547486033519553,2.0484171322160147,29.446384233395406,22.43047796399751,1.9748603351955305,1.8966852886405958,2.700186219739292
29.14225248292988,23.291072315332098,1.4778957169459963,1.4372228016822144,2.5009310986964617,26.94941030415892,21.446461824953463,0.7849162011173185,1.2170949720670392,1.3966480446927374,28.532045313469915,23.571927374301662,1.179702048417132,1.4799390553580498,2.5139664804469275,1.035703605937962,0.4588030441342788,0.24780067028273492,0.053176683610469275,0.453478522314652,-0.005288609400977277,0.0025224952662863003,0.0017685902668479118,0.0008903954017395371,0.0015387013561691443,30.98556797020489,24.068125387957807,2.218808193668529,1.4951671543850313,3.5381750465549344,30.88229360645566,23.334342023587887,1.2951582867783984,1.4808193668528862,2.1415270018621975,27.09233395406584,23.619801365611448,1.4990689013035383,1.394804469273743,1.86219739292365,30.48122284295471,23.205074487895725,1.408752327746741,1.4676970825574178,2.60707635009311
29.335318901303584,22.930588144009945,1.285409683426443,1.3044343564622216,2.5195530726256985,27.57363438857851,20.83744568590937,0.8277467411545624,1.041899441340782,1.48975791433892,28.146725636250817,22.857153941651145,1.425512104283054,1.2859037300378082,2.0484171322160147,0.7767150019832963,0.46656883771426483,0.24578393627804013,0.05974619536594175,0.4716214808412617,-0.002091406067980547,0.007607121047300267,-0.0007287823754442481,-0.0003426976134497159,0.0009676945348166102,30.726955307262692,23.842178770949758,2.111731843575419,1.421591688719004,3.8175046554934826,30.606610800744907,22.775139664804467,1.5176908752327747,1.388193668528864,2.4208566108007448,28.614214773432693,23.256595282433295,1.083798882681564,1.279608938547486,3.072625698324022,30.056486654252083,23.604050279329638,1.4590316573556799,1.2998261949099938,2.2346368715083798
29.429051055245203,23.298842333954077,1.125456238361266,1.1180584609812803,2.5577281191806334,26.84761018001244,21.383767846058348,0.5391061452513967,0.8841713221601488,1.2104283054003724,28.56572004965864,23.575031036623223,1.1405959031657353,1.127071459473694,1.86219739292365,1.006614987128548,0.5527146329794947,0.2519039856286118,0.048177935034143624,0.5276060719653407,-0.002323946081759043,0.01233816677757149,5.266448432553099e-05,0.0005787148981403447,0.000683308554319121,30.968963376784664,24.15766604593419,1.818435754189944,1.2010009310986964,4.003724394785848,30.956393544382408,23.455927995034166,0.9338919925512104,1.161489757914339,1.3966480446927374,27.73013656114218,22.5529950341403,0.9227188081936686,1.1027374301675978,2.8864059590316575,29.786623215394183,23.866620111731855,1.1545623836126628,1.1288640595903165,2.4208566108007448
29.07510086902547,22.907721911855987,1.6055493482309118,1.581543049892841,2.517690875232774,27.03111421477343,21.507293606455626,0.9106145251396648,1.241489757914339,0.931098696461825,27.210893854748587,23.45367783985103,1.5754189944134078,1.6091548633448076,2.2346368715083798,1.068344463201962,0.38690443967401783,0.2748616763276441,0.06995867826441611,0.5084378654671156,-0.008214685528142692,1.3966014851043628e-05,0.0015564237988044552,0.00029807096748439007,0.000964342244280287,30.89819987585351,23.637492240844175,2.286778398510242,1.680167597765363,3.6312849162011176,30.410924891371856,22.843575418994423,1.3063314711359404,1.6622346368715082,2.4208566108007448,28.360257603972727,22.479283054003695,1.4013035381750465,1.5344692737430168,2.700186219739292,30.342023587833662,22.404562383612678,1.6517690875232776,1.59227808814401,2.1415270018621975
29.12905648665427,23.779757138423335,1.8391527001862198,1.9458058880115663,2.5121042830540032,27.678615766604633,20.93575418994413,0.951582867783985,1.751564245810056,1.3966480446927374,29.13539726877722,23.97454996896337,1.4171322160148976,1.841083084099844,2.8864059590316575,0.6785579194888244,0.735448367949489,0.36395761656047176,0.12173370150683932,0.4651730322644209,-0.010596350137806783,0.01891776933745524,-0.002874382410308069,-0.003232097985618544,0.002291849296661506,30.62476722532589,25.05912476722529,2.727188081936685,2.200042973785991,4.0968342644320295,29.536468032278105,24.017923649906905,1.5065176908752327,2.0947113594040974,1.86219739292365,28.204531346989494,23.954919304779597,1.935754189944134,1.8546368715083799,2.793296089385475,29.071461824953477,24.496896337678468,1.855679702048417,1.8759528243327124,2.2346368715083798
29.06685211049039,23.238011328367474,1.1309310986964622,1.155320513484261,2.5148975791433887,27.227188081936696,20.87655183116074,0.6312849162011174,1.0246741154562384,1.1173184357541899,28.561142147734383,23.29267535692115,1.080074487895717,1.1311532456783855,2.0484171322160147,0.6556311851543375,0.6294670133532926,0.2318292450306293,0.05495402799381859,0.5339824641660711,0.0065911390952877475,0.003668877595394553,-0.0008099357421775678,-0.0006125466830077293,0.00013129804600570455,30.654329608938603,24.42496896337678,1.7513966480446927,1.2784389927941056,3.7243947858473,29.306098696461817,22.982153941651156,1.0754189944134078,1.2654003724394784,2.1415270018621975,28.67248603351957,23.968885785226576,1.0027932960893855,1.1245996275605217,2.2346368715083798,29.67264121663569,23.132526381129722,1.4115456238361266,1.139602731222843,2.0484171322160147
29.195398820608343,23.296870732464303,0.0,0.0,2.5623836126629427,27.246430788330215,20.78856300434514,0.0,0.0,1.2104283054003724,27.921399751707067,23.434978274363772,0.0,0.0,1.9553072625698324,1.0940183598825783,0.5973362424254824,0.0,0.0,0.5259644591923519,-0.007153181798626616,0.015079438577004712,0.0,0.0,0.0008838872714086995,31.011328367473638,24.24712911235254,0.0,0.0,4.003724394785848,29.88764742396032,23.110257603972677,0.0,0.0,2.97951582867784,27.344118559900654,23.493870266914932,0.0,0.0,2.97951582867784,30.18125387957792,23.63671632526382,0.0,0.0,2.4208566108007448
