random-seed,shock-prob,covariate-shock-prob-hh,shock-intensity,insurance-coverage
32469.845762854515,0.3565523672284056,0.973097990087844,0.9270599965354258,0.9670697529286294
7526.398328581045,0.16542658979504868,0.5088331820908462,0.45122096333644524,0.2973864801005569
96590.26638954705,0.32709548929918236,0.749368331998961,0.008400818205962057,0.9146396442622752
59450.45204381387,0.2526196406341646,0.9025350542048105,0.8618522677173397,0.14175156589648263
41802.53283031766,0.11768030763982845,0.6157958681544227,0.9486082105829907,0.010545428811394975
77007.1450012429,0.20479510929373795,0.5190121363650151,0.17326295946008907,0.6229312351892856
17326.76946344303,0.296369077220108,0.6459868288594608,0.9221146858529983,0.16819725236227145
19814.833019756734,0.27714554349317766,0.8392526350711549,0.8525573180842843,0.5082871021656078
25399.43201364303,0.08050562469513202,0.771065376177152,0.9239621841222805,0.6577014093752669
2386.8587643450664,0.36572453382884484,0.9195300264586465,0.8709757432422226,0.3699308458330307
86481.41620701643,0.14465838039057255,0.9628725415492456,0.9452522451675716,0.04776262479549509
91250.85161500641,0.12575891389695298,0.9506047538327043,0.37449980625378243,0.3338390984006292
91812.39611141154,0.3523569840550822,0.5392681523649107,0.05856080665883667,0.018941412372054933
37765.47307836123,0.22833897259085656,0.9309794349435925,0.4443966577723173,0.8250018950702689
47543.32322827161,0.30482493326861765,0.9313519053615262,0.9087941345129256,0.5058637670081679
67382.74359301609,0.4131178652739557,0.7318816643115116,0.8706974946821013,0.5857709312242516
59218.73719012079,0.04012661469654971,0.8101559708568866,0.042488924362134695,0.9452884379651852
50887.4059232317,0.3217139605410323,0.6678779513075588,0.6349158490768417,0.32543421324568467
91065.57455714032,0.19053448092447087,0.6118615434234848,0.04036834705691117,0.14503382944331533
24391.215849644625,0.19391400223301117,0.9305307540609942,0.8852960072446138,0.7590852989993772
74018.31721357371,0.31127918352202344,0.9034200211771646,0.15410719281358043,0.7167939328755982
40652.39768749697,0.3309827318195859,0.5840000435598403,0.8923036813871456,0.39806840884868233
93648.09939176803,0.04886393150403303,0.9808968650567143,0.04890729610143674,0.9111060850290307
5877.404372674637,0.46495267888249653,0.702332772893804,0.03544510615198615,0.8307148378827489
20436.995207820375,0.21091664049608344,0.9689230530352766,0.8814464878858037,0.8686982461525578
79520.54324101511,0.273070622025698,0.577641027881184,0.9490487478861893,0.6922420764248779
79332.56344316351,0.4036119083486991,0.7545078390409644,0.02065661744212599,0.0752585512118289
85417.98213530018,0.04549396494486197,0.6038153483578864,0.2496480842493629,0.5116955110763699
73264.63795214465,0.1478804314524713,0.7814653264827979,0.3667358530345707,0.059648026107749774
47865.440582563766,0.014740190478798145,0.5288758477851974,0.474321102052482,0.8895835547256218
56798.87973428889,0.22690416759860593,0.6539756118536826,0.4976579184266433,0.5873157429415665
12500.616227170316,0.26603214120118385,0.7695895528708729,0.25305043831314344,0.8002809469044344
22959.63077720486,0.4971666834856788,0.654718329296218,0.013178753460237225,0.18077117325948622
10638.944720395844,0.4982952171827202,0.9473802668028406,0.7886368041907689,0.48601118409666233
29016.360700209778,0.3827344607804208,0.8377314753450549,0.7163838892370221,0.07729578500430645
17551.88710449077,0.42236836563828734,0.8118813458969989,0.8331440747409737,0.8599945206483224
34918.774105274984,0.11862617485200162,0.8058534751073441,0.14865724079247944,0.6431304718924992
59016.34564584535,0.44754019769957193,0.6514210524991471,0.06623780462596973,0.46880612832106117
14189.328835199389,0.14467509505753723,0.6917735246130843,0.3053344921066524,0.9354670366827111
98957.04738165965,0.23258857486149562,0.5787836130963716,0.01723726799372416,0.3297002374567233
46959.700997295964,0.07223221971961795,0.735121124036801,0.05143147073213883,0.3032289704285278
90737.36714985187,0.031870120531948924,0.8083767082882873,0.7522827958058427,0.8410831782621101
49714.750942305676,0.3557462815734339,0.6183234058096468,0.8309657133640892,0.6539020258749287
18009.453726570675,0.09503123514008588,0.9107912526036405,0.8860224388879258,0.27655699963387637
81746.151652132,0.3166736413905176,0.8304766077986564,0.2124923753451482,0.4204189020507727
86916.03682964528,0.40211269379039033,0.8749728394946068,0.8423579940315612,0.6168321449754394
86638.99894621978,0.35010399821898575,0.7039905413845744,0.6355091489935523,0.8309531578281321
