random-seed,share_mobile,profitmax-vs-satisficers,intr_growthrate,globalcatchabilitySD,min-viable-share-of-K
28288.186969334656,0.1295512384372842,0.12127312112883204,0.5943131664348943,0.3953078311793933,0.9804708871814589
12871.751987390888,0.7639563971800644,0.8601632334355496,0.10724790254522398,0.4464734525157322,0.7343571097148143
61960.63669670489,0.3348717212128717,0.44319559198158254,0.7203570660198438,0.20241389584512637,0.9647014955235281
83599.10288876589,0.8998844921746602,0.6223569094722683,0.23322139722592874,0.34968609969823894,0.16525097983772358
38718.34623211029,0.9806433516491281,0.4875706111032244,0.1309266591335927,0.37244915416083696,0.3783814986275451
48870.373591090705,0.8993665657051426,0.38346606390307614,0.492958973041289,0.1473079409983935,0.2541783837956703
21686.167760824475,0.9778422465348151,0.8341611874483353,0.38400539277284695,0.28357137122690007,0.9421217914420557
64736.24531108753,0.05855131330814024,0.5366997134042517,0.14627144914452292,0.13948185168379162,0.21553762000721044
8102.6547432534335,0.5049506795875776,0.642267112426145,0.1774176256187811,0.2133940303904145,0.8292339524132534
73046.2977495911,0.2793924221161646,0.13632417619030823,0.26786818963228154,0.061670331645496235,0.31732352560552174
71319.1037987432,0.77793843696135,0.439647364625961,0.6728128417632709,0.4240771011217889,0.9988480080075828
78147.40856598085,0.0318750252841701,0.42434631146642954,0.517463148883823,0.10474409170865523,0.9382773628799598
1761.1881071737964,0.8696430613117544,0.6916835124549423,0.6181643812124005,0.3178291340651377,0.30735692419090943
44696.707886037315,0.5124606040904336,0.11343877389728518,0.6257317121186713,0.02271157549230124,0.33744146178023937
64164.01577785386,0.647701931951452,0.943220067973837,0.7925979342408238,0.4168749853086665,0.27870479121708414
24693.83385882121,0.09911201147779014,0.25868482300610096,0.1369633522517138,0.3045652745023601,0.06969101713016257
28765.987675086166,0.9491947888748395,0.36497113710894113,0.5783913839553365,0.3343587545052467,0.27831711863070085
1166.958077820738,0.630398975290436,0.9680425827062573,0.4123106415212342,0.17733884539409978,0.26098865235054763
49674.38942446114,0.936687535452438,0.6787776491427674,0.14672694918693885,0.04114379188106898,0.2440910066506229
66199.51772137408,0.5956632706375808,0.8366758461365009,0.666588040228708,0.002141374049167477,0.19195365934786163
35390.59040709427,0.3860449438687707,0.256947303269745,0.42952797705652057,0.27277453775438787,0.4219551000885885
7501.2215515267135,0.9946179994645105,0.5407962796729492,0.607253526087433,0.22522802974949663,0.8657920461648637
17619.494227160907,0.011597624355706757,0.4328581671225944,0.10838427985280442,0.1745051379605479,0.40990520599495717
36211.02281389092,0.4452509340772756,0.6009412220171015,0.7000721514188747,0.3719378595815548,0.2320819981134596
60781.21035104462,0.628926511773467,0.7938653441059614,0.7983165839883227,0.1447567892793969,0.14304019658407596
13757.292551596696,0.18139950829512794,0.07287386656684769,0.7756610736194766,0.11294218343369594,0.8547057465350837
98376.19199646526,0.8690313693750201,0.5617273306180814,0.49488929954699856,0.3648526191893816,0.8094159504978325
94984.03591377389,0.7140606888917568,0.05251034004292443,0.2755902600914001,0.05261094488760776,0.2099363991655615
81688.51520585846,0.20364769924232812,0.7676959250213757,0.6342994302651862,0.20098764843834588,0.7817230790827248
32456.270993622045,0.22937012767700174,0.7897768016392309,0.5047458734960241,0.07941541908949096,0.12837358004200478
23469.098053614165,0.12001573872491735,0.27580592373390966,0.6853023834853812,0.3696558070294068,0.6185213056949889
91864.6900735863,0.5441451564327013,0.8628742970301863,0.44003283438419494,0.3748918480626783,0.14776818150319448
95283.70057109861,0.053091924160034096,0.7295811618696315,0.7640262420463111,0.0046694081204607385,0.9870644323787362
71588.4025628456,0.700055846907538,0.43785084241344496,0.579753045915115,0.06480394606779527,0.9818221167500116
35156.02570504634,0.08621166134301338,0.23234096948777083,0.586643793150235,0.3768946550936134,0.4209989959600942
41685.881564028,0.7246456355368593,0.6670152818638602,0.6021576161248788,0.4801554849333689,0.6297016411684168
41818.58355285104,0.5458614904818265,0.4184858921226662,0.3461462262281896,0.20486290778514504,0.23147510822161815
27265.88440258973,0.36739944078021447,0.9307140280248445,0.7739602256035214,0.39077821325773787,0.3419390705765259
54634.52232135476,0.67772152695951,0.926087632047604,0.6672467047941203,0.010000885716785035,0.26645465602255597
85046.96299032921,0.9400130838375936,0.5654446763683914,0.3084824548127705,0.4508000194304461,0.8276321609117687
33094.15014984896,0.21980481034773816,0.8503776179076875,0.490126801887353,0.3714959850490293,0.9737077051407054
39266.78745086303,0.7108742915868865,0.04941596843195695,0.7240072937471621,0.09764654179216858,0.8121384696607652
21652.622444120923,0.9612507838739194,0.4560265180005535,0.268260921808703,0.10589696143213895,0.34500768495090767
5860.930991165277,0.4320153431155404,0.7616772949725685,0.3085853590079829,0.1167864406062219,0.8886174270334647
36966.69933156986,0.8458648773584752,0.823152142731338,0.5721497838992043,0.4918607193562644,0.765689840444775
12205.90980289771,0.7024385576398633,0.4058292491846833,0.7550846390721769,0.33348540980872615,0.9431380948434237
90566.93354448432,0.711784365555068,0.9338614645570811,0.471404296693103,0.04284106327788961,0.1735649673407122
12095.478676379222,0.4635681330351294,0.7763855768568257,0.5309884507360868,0.07294835981768388,0.24840809827285548
63847.938638333595,0.3138459791751757,0.5182133018985966,0.552935443487366,0.2682900089032236,0.8091807644993844
64586.34116077433,0.6208579936144462,0.4218623904804446,0.4230074742955119,0.21874501050785006,0.6807741001651925
