mean_between-vs-within,mean_current-mean-payoff,mean_percentage-freeriders,mean_agents-exposed-percentage,mean_assortativity-among-contributors,min_between-vs-within,min_current-mean-payoff,min_percentage-freeriders,min_agents-exposed-percentage,min_assortativity-among-contributors,last_between-vs-within,last_current-mean-payoff,last_percentage-freeriders,last_agents-exposed-percentage,last_assortativity-among-contributors,sd_between-vs-within,sd_current-mean-payoff,sd_percentage-freeriders,sd_agents-exposed-percentage,sd_assortativity-among-contributors,trend_between-vs-within,trend_current-mean-payoff,trend_percentage-freeriders,trend_agents-exposed-percentage,trend_assortativity-among-contributors,max_between-vs-within,max_current-mean-payoff,max_percentage-freeriders,max_agents-exposed-percentage,max_assortativity-among-contributors,snap_25_between-vs-within,snap_25_current-mean-payoff,snap_25_percentage-freeriders,snap_25_agents-exposed-percentage,snap_25_assortativity-among-contributors,snap_50_between-vs-within,snap_50_current-mean-payoff,snap_50_percentage-freeriders,snap_50_agents-exposed-percentage,snap_50_assortativity-among-contributors,snap_75_between-vs-within,snap_75_current-mean-payoff,snap_75_percentage-freeriders,snap_75_agents-exposed-percentage,snap_75_assortativity-among-contributors
5.881188118811881,1.0805633033252802,26.393504402343336,3.765116996128679,3.79944010777864,-26.0,0.9548887233621017,0.0,0.0,2.7142857142857144,-7.0,0.9548887233621017,0.0,0.0,2.7142857142857144,26.97240508764726,0.13683671923975776,27.218543639119844,8.585840237417349,1.0976998546533205,-0.6156668608037276,-0.0043323271875683475,-0.8385350645791225,-0.18531154967725555,-0.03032952451768923,135.0,1.2926995191422683,63.32179930795848,47.05882352941176,5.176470588235294,2.0,1.2452242053350038,63.32179930795848,0.6920415224913495,4.886792452830188,-10.0,0.9720940328038753,11.072664359861593,0.0,4.333333333333333,-7.0,0.9548887233621017,0.0,0.0,2.7142857142857144
-12.900990099009901,0.4871182365003662,33.80434069897056,10.228837453281752,3.59467593340121,-82.0,0.33842985781207985,5.298013245033113,0.0,1.0,53.0,0.8005468227080663,43.377483443708606,35.430463576158935,5.32,39.879398624644125,0.10592783747388529,11.846451923125,9.491944720135006,0.8640334311045379,0.8346185206755968,0.0026470815432567624,0.2358418155800777,0.20517844538641636,0.014488517677244647,143.0,0.8214340253617951,58.609271523178805,50.331125827814574,5.454545454545454,-39.0,0.4026066600767794,22.8476821192053,4.635761589403973,3.6315789473684212,-21.0,0.4231117662230534,27.81456953642384,5.298013245033113,2.5384615384615383,-9.0,0.5819074781540698,42.05298013245033,17.549668874172188,4.6
-1.5148514851485149,0.8138537050458275,8.173170258202287,0.605060506050605,3.884854487316157,-19.0,0.7968852954780276,0.0,0.0,2.0606060606060606,-4.0,0.7968852954780276,0.0,0.0,4.0,15.311688320866784,0.03377658816048257,15.944050382558013,4.939969159207228,0.2824799700638069,-0.12639487478159586,-0.0008170089318132092,-0.3910529461250627,-0.03473150083174407,0.005754087583616811,143.0,0.9311888717583038,63.0718954248366,48.36601307189542,4.0,0.0,0.8041939773191077,3.9215686274509802,0.0,4.0,-4.0,0.7968852954780276,0.0,0.0,4.0,-4.0,0.7968852954780276,0.0,0.0,4.0
-10.118811881188119,1.2875506011256943,40.10512162327343,5.815303752597477,3.8441482735199646,-108.0,0.9417765233650877,0.0,0.0,1.4,-73.0,0.9417765233650877,0.0,3.3950617283950617,1.4,51.03081715569986,0.23516875464292708,23.794913658594986,6.76963671014482,1.2969331726327764,-1.599056493884683,-0.007703897416537135,-0.7206835062591229,-0.15221424103194633,-0.030125322045451538,138.0,1.5497944549317528,63.888888888888886,42.592592592592595,4.875,35.0,1.5307391842268692,59.876543209876544,11.11111111111111,4.464566929133858,-24.0,1.2959578668482687,50.617283950617285,0.0,4.543478260869565,-108.0,1.0687130218259246,29.629629629629626,2.1604938271604937,4.2682926829268295
90.61386138613861,2.6222266403090746,34.48734135158484,30.76616386470862,5.8650143479513615,0.0,2.5447746871573313,32.5503355704698,0.0,4.438775510204081,72.0,2.566209112031695,37.58389261744966,24.832214765100673,5.763440860215054,18.293520086875166,0.026591521968177243,0.9252017850386571,6.095927634255249,0.19070726734107102,-0.02985439720442627,-0.0005848426157799329,0.02113488095749957,0.0031622191038684373,0.0006313051433245791,155.0,2.6729997981325204,37.58389261744966,52.013422818791945,6.153061224489796,68.0,2.6345423262304117,33.89261744966443,22.818791946308725,5.959183673469388,111.0,2.6054981073633803,34.899328859060404,37.24832214765101,5.835051546391752,77.0,2.62304418893245,34.899328859060404,26.845637583892618,5.922279792746114
-4.336633663366337,1.3680362623568867,26.303938805095555,0.4657475093303723,2.6519942782901396,-89.0,1.2619446651569874,8.09968847352025,0.0,1.2222222222222223,-45.0,1.2958440677918655,17.133956386292834,2.803738317757009,2.25,19.04568620252899,0.09343530860794001,15.984799548403075,2.3711472013394195,0.5078992962768742,-0.3068375072801398,-0.0028447092770595814,-0.47728687107303364,-0.0013063428387918583,0.01073637454623443,72.0,1.5109035251506133,52.95950155763239,22.429906542056074,3.2857142857142856,0.0,1.4247626778306457,34.57943925233645,0.0,2.44,0.0,1.4247626778306468,34.57943925233645,0.0,2.44,0.0,1.2619446651569879,8.09968847352025,0.0,3.2857142857142856
-7.267326732673268,1.1187474758176852,51.9659633694999,9.764970107234364,3.785244527946296,-100.0,0.6878558078741261,15.015974440894569,0.0,1.25,-1.0,0.6878558078741261,15.015974440894569,4.792332268370607,1.2666666666666666,42.3801492596414,0.24135677405424258,13.199949232510336,7.986830198492727,1.0410601744695824,-1.1852067559697148,-0.007703719183880877,-0.35756325115691434,-0.024353346817485716,-0.027470645115304695,127.0,1.3692328587204796,64.5367412140575,40.57507987220447,4.75,10.0,1.3462237694008714,61.34185303514377,4.15335463258786,4.512605042016807,2.0,1.304687368626553,64.5367412140575,0.6389776357827476,4.603603603603603,-55.0,0.9941940058785464,47.6038338658147,19.808306709265175,3.579710144927536
106.23762376237623,5.8784989718203455,24.386138613861373,35.41584158415842,6.452378866205204,0.0,5.802811243628006,23.333333333333332,0.0,5.04424778761062,117.0,5.85438562073039,24.666666666666668,39.0,6.256637168141593,15.990187903992252,0.024588906731869805,0.3172096205704632,5.327844936038697,0.2163009324424006,0.029085614443797,0.00010521832998226864,0.0008813822558726084,0.009866045428072286,0.0007599177408630765,143.0,5.9426717624895495,24.666666666666668,47.66666666666667,6.876106194690266,120.0,5.833796640148013,24.666666666666668,40.0,6.221238938053097,95.0,5.898158052895613,24.333333333333336,31.666666666666664,6.584070796460177,114.0,5.900215097760284,23.666666666666668,38.0,6.371681415929204
0.7029702970297029,1.6244186038732524,32.55365805036882,0.35218286929364073,2.1876436869693148,-17.0,1.3690733351721833,4.026845637583892,0.0,1.411764705882353,0.0,1.3690733351721835,4.026845637583892,0.0,3.0,9.790422228635487,0.161464598447506,18.81438901797131,3.197958960952031,0.4277497063954363,-0.06231799650553281,-0.004939150729719201,-0.5722834818025824,-0.02025540098423584,0.012897883304994133,96.0,1.8617639157132795,60.06711409395973,32.21476510067114,3.0,0.0,1.8546811435663801,60.06711409395973,0.0,1.6470588235294117,0.0,1.5784106355239333,26.51006711409396,0.0,2.2941176470588234,0.0,1.5784106355239331,26.51006711409396,0.0,2.2941176470588234
1.4653465346534653,0.5475679017963916,7.271546826813829,1.616620678461289,2.421151545941912,-36.0,0.5312084178123834,0.0,0.0,2.0,-2.0,0.5312084178123834,0.0,0.0,2.0,20.123659469004767,0.04273634006795685,17.80965348470582,6.868803056658427,0.918696744090609,-0.20281887012230626,-0.0008598755734447852,-0.3738354163285184,-0.08955765393318502,-0.02066235460103388,138.0,0.6996941339194982,59.67213114754099,47.21311475409836,4.685714285714286,-2.0,0.5312084178123834,0.0,0.0,2.0,-2.0,0.5312084178123834,0.0,0.0,2.0,-2.0,0.5312084178123834,0.0,0.0,2.0
